gene_id	gene_name	chromosome	start	end
ENSMUSG00000022956	Atp5o	16	91684398	91931687
ENSMUSG00000041134	Cyyr1	16	85421533	85553397
ENSMUSG00000061080	Lsamp	16	39984361	42181679
ENSMUSG00000068167	Csnka2ip	16	64477813	64479148
ENSMUSG00000101481	1700123O21Rik	16	5975585	5998496
ENSMUSG00000047261	Gap43	16	42248442	42340651
ENSMUSG00000032965	Ift57	16	49699233	49765126
ENSMUSG00000064115	Cadm2	16	66655421	67620908
ENSMUSG00000080508	Gm25041	16	53885370	53885434
ENSMUSG00000036172	Cd200r3	16	44943678	44981380
ENSMUSG00000022905	Kpna1	16	35978750	36037131
ENSMUSG00000022935	Grik1	16	87896196	88056176
ENSMUSG00000044442	N6amt1	16	87354185	87368742
ENSMUSG00000022912	Pros1	16	62854307	62929346
ENSMUSG00000022913	Psmg1	16	95979933	95990960
ENSMUSG00000102036	1700063K16Rik	16	76819585	76841784
ENSMUSG00000022883	Robo1	16	72663149	73046095
ENSMUSG00000052133	Sema5b	16	35541145	35664732
ENSMUSG00000064115	Cadm2	16	66655421	67620908
ENSMUSG00000022787	Wdr53	16	32247227	32257083
ENSMUSG00000025002	Cyp2c55	19	39007019	39042693
ENSMUSG00000025085	Ablim1	19	57032733	57314919
ENSMUSG00000025202	Scd3	19	44203288	44244016
ENSMUSG00000092715	Gm22853	19	35605674	35605804
ENSMUSG00000024974	Smc3	19	53600398	53645833
ENSMUSG00000095993	Gm21060	19	61296902	61297069
ENSMUSG00000039126	Prune2	19	16956118	17223932
ENSMUSG00000024725	Ostf1	19	18579328	18631789
ENSMUSG00000025006	Sorbs1	19	40295049	40402267
ENSMUSG00000084589	Gm25176	19	26260369	26260493
ENSMUSG00000100969	1700030N03Rik	19	3065711	3197714
ENSMUSG00000033717	Adra2a	19	54045182	54048982
ENSMUSG00000096818	Gm29231	19	9605121	9614034
ENSMUSG00000097636	5830416P10Rik	19	53441212	53464796
ENSMUSG00000046230	Vps13a	19	16616763	16780822
ENSMUSG00000006270	Vax1	19	59166187	59170056
ENSMUSG00000098507	Gm27935	19	49709794	49709872
ENSMUSG00000040565	Btaf1	19	36926079	37012752
ENSMUSG00000024985	Tcf7l2	19	55741810	55933654
ENSMUSG00000062456	Rpl9-ps6	19	32465885	32466575
ENSMUSG00000071856	Mcc	18	44425061	44812182
ENSMUSG00000024501	Dpysl3	18	43320979	43438286
ENSMUSG00000093774	Vmn1r-ps151	18	3026901	3027882
ENSMUSG00000046636	Gm7729	18	27598644	27599756
ENSMUSG00000093774	Vmn1r-ps151	18	3026901	3027882
ENSMUSG00000093774	Vmn1r-ps151	18	3026901	3027882
ENSMUSG00000088143	Gm24720	18	83355199	83355364
ENSMUSG00000088098	Gm23674	18	26495435	26495565
ENSMUSG00000024600	Slc27a6	18	58556257	58612773
ENSMUSG00000025885	Myo5b	18	74440936	74771493
ENSMUSG00000053441	Adamts19	18	58836764	59053678
ENSMUSG00000034484	Snx2	18	53176365	53220860
ENSMUSG00000087960	Gm25392	18	19707093	19707389
ENSMUSG00000024589	Nedd4l	18	64887756	65217826
ENSMUSG00000024600	Slc27a6	18	58556257	58612773
ENSMUSG00000025427	Rnf165	18	77456110	77565147
ENSMUSG00000024302	Dtna	18	23415415	23659714
ENSMUSG00000053477	Tcf4	18	69344146	69687967
ENSMUSG00000036452	Arhgap26	18	38601534	39376284
ENSMUSG00000105169	AC149064.1	18	41342281	41342371
ENSMUSG00000057402	1700042B14Rik	X	155124917	155128412
ENSMUSG00000031425	Plp1	X	136822671	136839733
ENSMUSG00000045103	Dmd	X	82948870	85206141
ENSMUSG00000082125	Gm14679	X	62372093	62372814
ENSMUSG00000031210	Gpr165	X	96713441	96719388
ENSMUSG00000082060	Gm15048	X	144147310	144149173
ENSMUSG00000081680	Gm14473	X	10865077	10865633
ENSMUSG00000006423	C330007P06Rik	X	36823737	36874111
ENSMUSG00000081638	Gm14594	X	54441739	54456930
ENSMUSG00000073131	Vma21	X	71815924	71839757
ENSMUSG00000078034	Gm24683	X	116123900	116123987
ENSMUSG00000071679	Zcchc16	X	144688907	145122411
ENSMUSG00000084000	Gm14653	X	46126999	46128531
ENSMUSG00000031285	Dcx	X	143855842	143933311
ENSMUSG00000041380	Htr2c	X	146962513	147197277
ENSMUSG00000051323	Pcdh19	X	133582860	133688987
ENSMUSG00000078212	Gm3757	X	4882412	4883086
ENSMUSG00000023257	Cypt1	X	16522869	16523689
ENSMUSG00000096716	Gm5755	X	17880670	17881506
ENSMUSG00000082794	Gm6806	X	68503126	68504131
ENSMUSG00000004110	Cacna1e	1	154390731	154884501
ENSMUSG00000097883	Gm8357	1	48881713	48882723
ENSMUSG00000102090	Gm8964	1	152128585	152129389
ENSMUSG00000102348	Gm10568	1	3680155	3681788
ENSMUSG00000088167	Gm23535	1	149707377	149707482
ENSMUSG00000097612	Gm26509	1	106090068	106091015
ENSMUSG00000038349	Plcl1	1	55405921	55754285
ENSMUSG00000104180	Gm37970	1	122866042	122867773
ENSMUSG00000028354	Fmn2	1	174501825	174822729
ENSMUSG00000065865	Gm24030	1	117536301	117536464
ENSMUSG00000026384	Ptpn4	1	119652467	119837613
ENSMUSG00000026721	Rabgap1l	1	160219174	160793211
ENSMUSG00000026721	Rabgap1l	1	160219174	160793211
ENSMUSG00000102738	1700006P03Rik	1	137325434	137325842
ENSMUSG00000101687	Gm4854	1	115219190	115219763
ENSMUSG00000096352	Gm25708	1	144979484	144979585
ENSMUSG00000104417	Gm37068	1	35625606	35651297
ENSMUSG00000098833	Mir6349	1	39186896	39186992
ENSMUSG00000036815	Dpp10	1	123321471	124045559
ENSMUSG00000019230	Lhx9	1	138825186	138848577
ENSMUSG00000100231	Gm29554	Y	12273932	12306702
ENSMUSG00000101757	Gm28273	Y	73936805	73937499
ENSMUSG00000101863	Gm29400	Y	27857973	27858667
ENSMUSG00000100533	Gm29504	Y	90275224	90277501
ENSMUSG00000101521	Gm28393	Y	7552848	7556083
ENSMUSG00000094821	Gm21518	Y	62190866	62217137
ENSMUSG00000101737	Gm28849	Y	9420765	9430932
ENSMUSG00000100914	Gm28679	Y	50028561	50031800
ENSMUSG00000101531	Gm29672	Y	59489253	59492035
ENSMUSG00000101766	Gm20908	Y	64473266	64499452
ENSMUSG00000094867	Gm21900	Y	10616361	10616903
ENSMUSG00000101255	Gm21841	Y	71364314	71365009
ENSMUSG00000104506	Gm37740	Y	19983060	19985421
ENSMUSG00000100390	Gm20881	Y	50435167	50435859
ENSMUSG00000101796	Gm29277	Y	206151	207788
ENSMUSG00000100203	Gm21924	Y	38173015	38173710
ENSMUSG00000102264	Gm30638	Y	18496225	18526495
ENSMUSG00000101016	Gm2325	Y	3804121	3804701
ENSMUSG00000099761	Gm29158	Y	5617083	5620317
ENSMUSG00000101594	Gm21779	Y	45385636	45386331
ENSMUSG00000093835	Gm23147	3	6338882	6338991
ENSMUSG00000028121	Bcar3	3	122294136	122530191
ENSMUSG00000027971	Ndst4	3	125404076	125728899
ENSMUSG00000102223	Gm37300	3	81405293	81405572
ENSMUSG00000105943	RP24-392E13.1	3	38223451	38223793
ENSMUSG00000094613	A630076J17Rik	3	107230614	107234723
ENSMUSG00000102987	Gm38324	3	22285081	22297830
ENSMUSG00000050150	Slc9b1	3	135348029	135397827
ENSMUSG00000028360	Slc44a5	3	153973436	154271722
ENSMUSG00000058400	Qrfpr	3	36179424	36222313
ENSMUSG00000104511	Gm18843	3	46413402	46414120
ENSMUSG00000105265	Sox2ot	3	34104270	34682619
ENSMUSG00000048031	Fcrl5	3	87435773	87500678
ENSMUSG00000074592	F830104G03Rik	3	56889978	56890593
ENSMUSG00000028172	Tacr3	3	134829007	134934579
ENSMUSG00000077559	Gm23175	3	33959069	33959200
ENSMUSG00000102805	Gm37240	3	84496426	85887518
ENSMUSG00000061175	Fnip2	3	79455974	79567796
ENSMUSG00000059921	Unc5c	3	141465216	141834924
ENSMUSG00000027528	Fabp9	3	10193621	10197283
ENSMUSG00000026984	Il1f6	2	24215418	24225702
ENSMUSG00000065837	Gm23503	2	63432088	63432194
ENSMUSG00000082015	Gm13452	2	39574630	39575726
ENSMUSG00000016386	Mpped2	2	106693269	106868356
ENSMUSG00000036813	Entpd8	2	25080304	25085716
ENSMUSG00000036641	Ccdc148	2	58821697	59160683
ENSMUSG00000087679	C330006A16Rik	2	26136814	26140521
ENSMUSG00000026896	Ifih1	2	62595798	62646255
ENSMUSG00000062098	Btbd3	2	138256565	138589292
ENSMUSG00000089144	Gm25264	2	46606967	46607083
ENSMUSG00000080994	Gm13464	2	43518464	43519398
ENSMUSG00000044249	Defb29	2	152538714	152540098
ENSMUSG00000084829	Gm14266	2	171193269	171271350
ENSMUSG00000049252	Lrp1b	2	40595248	42653598
ENSMUSG00000039033	Tasp1	2	139833480	140066805
ENSMUSG00000065261	Gm23452	2	80984083	80984189
ENSMUSG00000025815	Dhtkd1	2	5896115	5942792
ENSMUSG00000085504	Gm14055	2	137288503	137329126
ENSMUSG00000092853	Gm25959	2	47541984	47542085
ENSMUSG00000079502	1700101E01Rik	2	28926949	29055066
ENSMUSG00000029559	2210016L21Rik	5	114942158	114949783
ENSMUSG00000098393	Gm28000	5	109599079	109599163
ENSMUSG00000096259	Gm3106	5	94218025	94221093
ENSMUSG00000029333	Rasgef1b	5	99217426	99252927
ENSMUSG00000083261	Gm7816	5	39798214	39799407
ENSMUSG00000105185	RP23-77E18.3	5	15863928	15883829
ENSMUSG00000097767	Miat	5	112213228	112229395
ENSMUSG00000029423	Piwil1	5	128702524	128755474
ENSMUSG00000034040	Wbscr17	5	130872082	131308078
ENSMUSG00000097640	Gm20033	5	64708207	64804117
ENSMUSG00000060961	Slc4a4	5	88886818	89239653
ENSMUSG00000104956	RP24-212G3.4	5	103230375	103299029
ENSMUSG00000079424	Gm3259	5	95305815	95343917
ENSMUSG00000035540	Gc	5	89417522	89457898
ENSMUSG00000105658	RP24-138J15.1	5	84618706	84619819
ENSMUSG00000013629	Cad	5	31054811	31078479
ENSMUSG00000105174	RP24-456F12.2	5	113324186	113325480
ENSMUSG00000088123	Gm25722	5	132801678	132801956
ENSMUSG00000105613	RP23-31J24.2	5	122779525	122786097
ENSMUSG00000101678	Gm29609	5	31140663	31180144
ENSMUSG00000095779	Gm2163	4	42466752	42589938
ENSMUSG00000083219	Gm11410	4	80003989	80005131
ENSMUSG00000028525	Pde4b	4	102087543	102607259
ENSMUSG00000005994	Tyrp1	4	80834123	80851719
ENSMUSG00000025330	Padi4	4	140745865	140774236
ENSMUSG00000060288	Ppih	4	119300010	119320546
ENSMUSG00000008305	Tle1	4	72117142	72200919
ENSMUSG00000028706	Nsun4	4	116032842	116053876
ENSMUSG00000087044	1700042G15Rik	4	57360868	57364292
ENSMUSG00000086080	1700123O12Rik	4	10479962	10797811
ENSMUSG00000014592	Camta1	4	150917322	151861876
ENSMUSG00000099186	Gm27878	4	3051714	3051819
ENSMUSG00000061298	Agbl4	4	110397661	111664324
ENSMUSG00000082058	Gm11923	4	29490156	29490663
ENSMUSG00000085690	Gm12629	4	90185527	90190009
ENSMUSG00000060862	Zbtb40	4	136979732	137048801
ENSMUSG00000086071	Gm12354	4	19716732	19720199
ENSMUSG00000086026	Gm12374	4	37249403	37332515
ENSMUSG00000080756	Gm12633	4	90359622	90361326
ENSMUSG00000037295	Ldlrap1	4	134741554	134768024
ENSMUSG00000030583	Sipa1l3	7	29320372	29518641
ENSMUSG00000058420	Syt17	7	118381856	118443552
ENSMUSG00000064575	Gm25798	7	138101433	138101539
ENSMUSG00000092214	Gm18560	7	84919379	84920501
ENSMUSG00000097981	Gm7583	7	67782777	67783781
ENSMUSG00000030602	Pak4	7	28399549	28598185
ENSMUSG00000055116	Arntl	7	113207465	113314122
ENSMUSG00000055116	Arntl	7	113207465	113314122
ENSMUSG00000069196	Gm10161	7	75366055	75366264
ENSMUSG00000097952	Gm4398	7	32791496	32792487
ENSMUSG00000048583	Igf2	7	142650766	142666816
ENSMUSG00000090436	Vmn2r75	7	86148042	86171724
ENSMUSG00000002409	Dyrk1b	7	28179469	28187294
ENSMUSG00000031074	Fgf3	7	144838083	144844436
ENSMUSG00000064940	Gm23239	7	77910140	77910320
ENSMUSG00000098035	Gm5335	7	72989154	72990153
ENSMUSG00000043858	Nup62	7	44816088	44830809
ENSMUSG00000088799	Gm22535	7	35101822	35101940
ENSMUSG00000088671	Gm23662	7	113119698	113119808
ENSMUSG00000099765	Gm4454	7	38567162	38570962
ENSMUSG00000045095	Magi1	6	93675455	94283322
ENSMUSG00000015766	Eps8	6	137477245	137654876
ENSMUSG00000055799	Tcf7l1	6	72626378	72789254
ENSMUSG00000030223	Ptpro	6	137252299	137464629
ENSMUSG00000094528	Gm22914	6	51621632	51621708
ENSMUSG00000030064	Frmd4b	6	97286867	97617541
ENSMUSG00000067543	Prpmp5	6	132206802	132314757
ENSMUSG00000065702	Gm22828	6	19624609	19624715
ENSMUSG00000039578	Ccser1	6	61180324	62382865
ENSMUSG00000024211	Grm8	6	27275121	28135178
ENSMUSG00000017978	Cadps2	6	23262773	23839421
ENSMUSG00000089442	Gm22529	6	25199929	25200051
ENSMUSG00000030067	Foxp1	6	98925338	99522721
ENSMUSG00000029832	Nfe2l3	6	51432670	51458768
ENSMUSG00000038665	Dgki	6	36846022	37300184
ENSMUSG00000035357	Pdzrn3	6	101149609	101377897
ENSMUSG00000041390	Mdfic	6	15720661	15802169
ENSMUSG00000030256	Bhlhe41	6	145858243	145865558
ENSMUSG00000046764	A530053G22Rik	6	60396349	60403698
ENSMUSG00000017978	Cadps2	6	23262773	23839421
ENSMUSG00000097241	Gm26907	9	81776695	81858891
ENSMUSG00000079084	Ccdc82	9	13246982	13289409
ENSMUSG00000101949	Gm5370	9	94407553	94408126
ENSMUSG00000035274	Tpbg	9	85842380	85847040
ENSMUSG00000025892	Gria4	9	4417899	4796234
ENSMUSG00000053199	Arhgap20	9	51765337	51853856
ENSMUSG00000039488	Cntn5	9	9660891	10904775
ENSMUSG00000049708	Olfr27	9	39128167	39145072
ENSMUSG00000088587	Gm22962	9	68510163	68510235
ENSMUSG00000100266	Gm5372	9	103888009	103888402
ENSMUSG00000046111	Cep295	9	15316915	15357788
ENSMUSG00000032411	Tfdp2	9	96196275	96323646
ENSMUSG00000105805	CT943659.1	9	18098152	18098262
ENSMUSG00000032085	Tagln	9	45929628	45936058
ENSMUSG00000032028	Nxpe2	9	48318006	48353454
ENSMUSG00000055069	Rab39	9	53684110	53706232
ENSMUSG00000078308	Gm7293	9	51621425	51624874
ENSMUSG00000098888	Gm18486	9	76869186	76869483
ENSMUSG00000042787	Exog	9	119444923	119465517
ENSMUSG00000032243	Itga11	9	62677826	62783982
ENSMUSG00000033579	Fa2h	8	111345135	111393824
ENSMUSG00000088523	Gm26089	8	44601833	44601939
ENSMUSG00000065277	Gm25126	8	37317477	37317578
ENSMUSG00000063626	Unc5d	8	28646717	29219338
ENSMUSG00000057228	Aadat	8	60506124	60545677
ENSMUSG00000101485	Gm29173	8	56674370	56675706
ENSMUSG00000088657	Gm24847	8	59559315	59559422
ENSMUSG00000055553	Kxd1	8	70508272	70527956
ENSMUSG00000090795	Gm7346	8	3093369	3095187
ENSMUSG00000092685	Gm26241	8	44547974	44548074
ENSMUSG00000037940	Inpp4b	8	81342556	82125036
ENSMUSG00000048544	5930422O12Rik	8	33428709	33429548
ENSMUSG00000062007	Hsh2d	8	72189668	72200995
ENSMUSG00000061577	Adgrg5	8	94923694	94943290
ENSMUSG00000031559	4930555F03Rik	8	49370886	49521095
ENSMUSG00000001300	Efnb2	8	8617434	8660773
ENSMUSG00000031876	Cmtm1	8	104281347	104310145
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000079011	Gm11033	8	74590987	74833947
ENSMUSG00000097044	4933433F19Rik	8	30568393	30575573
