gene_id	gene_name	chromosome	start	end
ENSMUSG00000088923	Gm24295	13	82050751	82050881
ENSMUSG00000047842	Diras2	13	52504375	52530836
ENSMUSG00000039109	F13a1	13	36867178	37050244
ENSMUSG00000021598	Med10	13	69809882	69816094
ENSMUSG00000021583	Erap1	13	74639872	74691875
ENSMUSG00000095909	Gm10324	13	66119547	66122836
ENSMUSG00000100071	Gm28707	13	42049334	42050287
ENSMUSG00000065303	Gm23249	12	93746502	93746662
ENSMUSG00000052632	Asap2	12	21111748	21270171
ENSMUSG00000064972	Gm26055	12	95378845	95378951
ENSMUSG00000094691	Gm22908	12	22040913	22041022
ENSMUSG00000095344	Gm6838	12	22286893	22326064
ENSMUSG00000046518	Ferd3l	12	33928425	33929310
ENSMUSG00000021886	Gpr65	12	98268635	98276624
ENSMUSG00000101930	Gm5441	12	117234521	117337022
ENSMUSG00000090699	Gm9071	12	3023883	3025753
ENSMUSG00000089441	Gm22527	12	25687801	25687906
ENSMUSG00000021047	Nova1	12	46694517	46818775
ENSMUSG00000077269	Gm24434	12	39621415	39621546
ENSMUSG00000037594	BC022687	12	112808975	112816245
ENSMUSG00000047454	Gphn	12	78226655	78684767
ENSMUSG00000088565	Gm23781	12	11688697	11689004
ENSMUSG00000021044	Adck1	12	88360554	88461719
ENSMUSG00000101696	Gm28056	12	79963568	79963872
ENSMUSG00000066364	Serpina3b	12	104127996	104139545
ENSMUSG00000021068	Nin	12	70011435	70111925
ENSMUSG00000020627	Klhl29	12	5077472	5375682
ENSMUSG00000089564	Gm24664	15	12980829	12980928
ENSMUSG00000035900	Gramd4	15	86057695	86137634
ENSMUSG00000101983	Gm28976	15	74718792	74718935
ENSMUSG00000092919	Gm24080	15	14735053	14735284
ENSMUSG00000022347	A1bg	15	60917589	60921270
ENSMUSG00000045608	Dbx2	15	95623563	95655960
ENSMUSG00000038679	Trps1	15	50654752	50890463
ENSMUSG00000042632	Pla2g6	15	79286228	79328390
ENSMUSG00000043556	Fbxl7	15	26543084	26895049
ENSMUSG00000037386	Rims2	15	39198332	39681940
ENSMUSG00000022263	Trio	15	27730652	28025848
ENSMUSG00000036273	Lrrk2	15	91673175	91816120
ENSMUSG00000044250	Pced1b	15	97247107	97385689
ENSMUSG00000022263	Trio	15	27730652	28025848
ENSMUSG00000009585	Apobec3	15	79891659	79915906
ENSMUSG00000047565	Acot10	15	20665219	20666750
ENSMUSG00000042351	Grap2	15	80623505	80650559
ENSMUSG00000050164	Mchr1	15	81235499	81238963
ENSMUSG00000068227	Il2rb	15	78480553	78495066
ENSMUSG00000067869	Tcea1-ps1	15	90882615	90883518
ENSMUSG00000094811	Gm21103	14	6296365	6304843
ENSMUSG00000040055	Gjb6	14	57123303	57133611
ENSMUSG00000022209	Dhrs2	14	55222007	55241435
ENSMUSG00000088009	Gm24774	14	83405631	83405764
ENSMUSG00000095195	Gm3005	14	3428103	3594220
ENSMUSG00000022040	Ephx2	14	66084377	66124500
ENSMUSG00000088538	Gm23276	14	97336495	97336632
ENSMUSG00000021918	Nek4	14	30951486	30987439
ENSMUSG00000040651	Fam208a	14	27428847	27483552
ENSMUSG00000045799	Gm9800	14	8799589	8800504
ENSMUSG00000041078	Grid1	14	34819825	35583379
ENSMUSG00000021936	Mapk8	14	33377898	33447158
ENSMUSG00000101797	Gm29266	14	60485208	60599031
ENSMUSG00000022023	Wbp4	14	79459937	79481268
ENSMUSG00000021871	Pnp	14	50944302	50965237
ENSMUSG00000104187	Gm37820	14	61683510	61685656
ENSMUSG00000094543	Gm8212	14	44197661	44203133
ENSMUSG00000006527	Sfmbt1	14	30714849	30822713
ENSMUSG00000098772	Gm27441	14	97049481	97049585
ENSMUSG00000068431	Olfr742	14	50515121	50516240
ENSMUSG00000048905	4930539E08Rik	17	28896397	28915324
ENSMUSG00000023805	Synj2	17	5941280	6044290
ENSMUSG00000097624	Gm5091	17	15231585	15240783
ENSMUSG00000048826	Dact2	17	14195231	14203831
ENSMUSG00000046991	Wdr27	17	14829331	14934653
ENSMUSG00000033826	Dnah8	17	30624354	30875264
ENSMUSG00000087942	Gm24244	17	91812491	91812620
ENSMUSG00000035580	Kcnh8	17	52602709	52979194
ENSMUSG00000068604	Gm8225	17	26542760	26543715
ENSMUSG00000054957	Gm9959	17	80728131	80728522
ENSMUSG00000068036	Mllt4	17	13760539	13906150
ENSMUSG00000071275	Fpr-rs6	17	20182078	20183097
ENSMUSG00000066958	Gm16391	17	76284415	76284861
ENSMUSG00000095729	Gm23649	17	72987798	72987904
ENSMUSG00000098552	Gm27217	17	52592981	52602660
ENSMUSG00000079698	Vmn2r93	17	18298281	18326441
ENSMUSG00000100154	Gm29052	17	83068905	83070632
ENSMUSG00000093469	Vmn2r-ps127	17	20329640	20336408
ENSMUSG00000024371	C2	17	34862604	34898265
ENSMUSG00000064570	Gm25800	17	62456987	62457120
ENSMUSG00000095894	Gm24795	16	39455015	39455135
ENSMUSG00000022672	Prkdc	16	15637866	15842235
ENSMUSG00000065924	Gm22797	16	71663788	71663918
ENSMUSG00000094030	Gm21833	16	82828382	82829881
ENSMUSG00000089252	Gm25715	16	86845470	86845594
ENSMUSG00000061751	Kalrn	16	33974258	34573532
ENSMUSG00000022788	Fgd4	16	16416917	16600549
ENSMUSG00000052504	Epha3	16	63543538	63864158
ENSMUSG00000101481	1700123O21Rik	16	5975585	5998496
ENSMUSG00000038094	Atp13a4	16	29395853	29544864
ENSMUSG00000033306	Lpp	16	24393350	24992576
ENSMUSG00000086936	Gm9697	16	21079670	21080666
ENSMUSG00000046961	Gpr156	16	37916496	38007527
ENSMUSG00000098983	Gm28003	16	93072755	93072822
ENSMUSG00000088288	Gm23591	16	68901896	68902181
ENSMUSG00000059003	Grin2a	16	9567898	9995560
ENSMUSG00000005580	Adcy9	16	4287529	4420498
ENSMUSG00000061080	Lsamp	16	39984361	42181679
ENSMUSG00000035270	Impg2	16	56204313	56273756
ENSMUSG00000061080	Lsamp	16	39984361	42181679
ENSMUSG00000054874	Pcnxl3	19	5664635	5688908
ENSMUSG00000089094	Gm25659	19	50812324	50812360
ENSMUSG00000100119	2700089I24Rik	19	59493136	59559391
ENSMUSG00000064783	Gm22684	19	20033504	20033635
ENSMUSG00000048029	Eno4	19	58943425	58971419
ENSMUSG00000024998	Plce1	19	38481109	38785030
ENSMUSG00000098507	Gm27935	19	49709794	49709872
ENSMUSG00000024747	Aldh1a7	19	20692953	20727562
ENSMUSG00000024764	Naa40	19	7225668	7241222
ENSMUSG00000024727	Trpm6	19	18749983	18892510
ENSMUSG00000024725	Ostf1	19	18579328	18631789
ENSMUSG00000052387	Trpm3	19	22139119	22989884
ENSMUSG00000041857	Oosp1	19	11667460	11691150
ENSMUSG00000025195	Dnmbp	19	43847967	43912392
ENSMUSG00000024855	Pacs1	19	5133688	5273119
ENSMUSG00000035735	Dagla	19	10245265	10304877
ENSMUSG00000024800	Rpp30	19	36083716	36104772
ENSMUSG00000025092	Hspa12a	19	58795751	58860984
ENSMUSG00000024978	Gpam	19	55069734	55099451
ENSMUSG00000058078	Olfr1503-ps1	19	13877457	13878253
ENSMUSG00000039540	4921524L21Rik	18	6603633	6638966
ENSMUSG00000100297	1700044K03Rik	18	49523289	49524440
ENSMUSG00000037815	Ctnna1	18	35118888	35254773
ENSMUSG00000048799	Cep120	18	53681724	53744547
ENSMUSG00000052713	Zfp608	18	54888045	54990180
ENSMUSG00000024290	Rock1	18	10064401	10181792
ENSMUSG00000024451	Arap3	18	37972624	37997574
ENSMUSG00000056162	Cndp1	18	84610509	84650084
ENSMUSG00000046318	Ccbe1	18	66045302	66302739
ENSMUSG00000024593	Megf10	18	57133090	57297467
ENSMUSG00000098060	Gm4842	18	69256288	69257122
ENSMUSG00000093274	Gm26235	18	18099560	18099660
ENSMUSG00000024524	Gnal	18	67088336	67226792
ENSMUSG00000024561	Mbd1	18	74268272	74282685
ENSMUSG00000077641	Gm24987	18	87925431	87925564
ENSMUSG00000088996	Gm22765	18	9614314	9614441
ENSMUSG00000056671	Prelid2	18	41875696	41951194
ENSMUSG00000024524	Gnal	18	67088336	67226792
ENSMUSG00000077680	Gm22495	18	23147094	23147219
ENSMUSG00000053861	Gm9925	18	74065102	74065584
ENSMUSG00000073245	Gm14819	X	35404183	35427093
ENSMUSG00000082134	Gm15236	X	165680204	165680582
ENSMUSG00000052372	Il1rapl1	X	86740870	88115645
ENSMUSG00000080714	Gm14602	X	44529451	44529790
ENSMUSG00000059203	Il1rapl2	X	137570608	138846946
ENSMUSG00000005696	Sh2d1a	X	42502453	42529330
ENSMUSG00000044597	Mycs	X	5466898	5469265
ENSMUSG00000031131	Vgll1	X	57088106	57106540
ENSMUSG00000073006	Gm732	X	107945735	107948465
ENSMUSG00000083205	Gm7821	X	133030204	133030991
ENSMUSG00000065155	Gm25481	X	9317819	9317976
ENSMUSG00000086431	Gm14929	X	119747626	119749677
ENSMUSG00000069038	Gm4906	X	11327822	11328151
ENSMUSG00000086959	E330010L02Rik	X	25917944	25954696
ENSMUSG00000052372	Il1rapl1	X	86740870	88115645
ENSMUSG00000081641	Gm9439	X	21504054	21505466
ENSMUSG00000084337	Gm14986	X	129517525	129518526
ENSMUSG00000065068	n-R5s5	X	18323444	18323562
ENSMUSG00000025592	Dach2	X	113297510	113836386
ENSMUSG00000081012	Gm15224	X	166024033	166024420
ENSMUSG00000032719	Sbspon	1	15853862	15892722
ENSMUSG00000079045	Prox1os	1	190170296	190217276
ENSMUSG00000043263	Pyhin1	1	173630917	173647928
ENSMUSG00000051951	Xkr4	1	3205901	3671498
ENSMUSG00000026239	Pde6d	1	86542994	86582629
ENSMUSG00000101275	1700012E03Rik	1	120435805	120438455
ENSMUSG00000101288	Gm28342	1	89302719	89358144
ENSMUSG00000026343	Gpr39	1	125676995	125873862
ENSMUSG00000026224	4933407L21Rik	1	85928483	85940624
ENSMUSG00000015843	Rxrg	1	167598384	167639623
ENSMUSG00000038496	Slc19a3	1	83012523	83038448
ENSMUSG00000101173	Gm29519	1	83157984	83159017
ENSMUSG00000087008	Gm5530	1	81741985	81742969
ENSMUSG00000016481	Cr1l	1	195097382	195131586
ENSMUSG00000082745	Gm15181	1	75514107	75514283
ENSMUSG00000098555	Mir6341	1	12425986	12426106
ENSMUSG00000089310	Gm23181	1	95039934	95040043
ENSMUSG00000026478	Lamc1	1	153218922	153332786
ENSMUSG00000103644	Gm29678	1	190403645	190417145
ENSMUSG00000099706	Gm29536	1	78791623	79224511
ENSMUSG00000100567	Gm28958	Y	11010496	11011198
ENSMUSG00000103029	Gm37687	Y	24051128	24054365
ENSMUSG00000093895	Gm21865	Y	40290790	40316903
ENSMUSG00000100581	Gm21785	Y	85453821	85454516
ENSMUSG00000100245	Gm21282	Y	81203798	81204493
ENSMUSG00000101699	Gm28508	Y	10277698	10278393
ENSMUSG00000100270	Gm21803	Y	89846231	89846923
ENSMUSG00000099670	Gm28423	Y	79215343	79216038
ENSMUSG00000100842	Gm17790	Y	1736187	1737414
ENSMUSG00000104289	Gm37454	Y	23539194	23542427
ENSMUSG00000101119	Gm29060	Y	63680536	63691008
ENSMUSG00000101982	Gm28990	Y	65227389	65238079
ENSMUSG00000102273	Gm34550	Y	18933163	18935442
ENSMUSG00000093895	Gm21865	Y	40290790	40316903
ENSMUSG00000101914	Gm21790	Y	82019229	82019921
ENSMUSG00000100403	Gm21838	Y	89328773	89329468
ENSMUSG00000101310	Gm21281	Y	48669767	48670459
ENSMUSG00000099977	Gm29286	Y	43803100	43805379
ENSMUSG00000100842	Gm17790	Y	1736187	1737414
ENSMUSG00000099667	Gm21901	Y	82927738	82928433
ENSMUSG00000045031	Cetn4	3	37307749	37312708
ENSMUSG00000046519	Golph3l	3	95588934	95619247
ENSMUSG00000103764	Gm18382	3	62761443	62762024
ENSMUSG00000027790	Sis	3	72888557	72967863
ENSMUSG00000085084	4930570G19Rik	3	156546753	156561746
ENSMUSG00000097599	Gm26678	3	54631439	54634627
ENSMUSG00000027900	Dram2	3	106547798	106575890
ENSMUSG00000028150	Rorc	3	94372794	94398276
ENSMUSG00000104573	RP23-187E3.1	3	156264586	156265051
ENSMUSG00000104678	CH25-626J19.2	3	117888573	117889014
ENSMUSG00000063001	Gm9701	3	62923807	62924233
ENSMUSG00000102859	Gm8625	3	73933046	73934122
ENSMUSG00000034544	Rsrc1	3	66981390	67358396
ENSMUSG00000103735	Gm38317	3	12975359	12975701
ENSMUSG00000028125	Abca4	3	122044443	122180123
ENSMUSG00000102589	Gm37445	3	46621121	46621362
ENSMUSG00000093952	n-R5s195	3	39635964	39636082
ENSMUSG00000103859	Gm37603	3	72180737	72180955
ENSMUSG00000103078	Gm37901	3	72603835	72604348
ENSMUSG00000042035	Igsf3	3	101377083	101463059
ENSMUSG00000081787	Gm13991	2	116527843	116528490
ENSMUSG00000017310	Spint4	2	164698501	164702453
ENSMUSG00000101448	Gm28494	2	114897916	115220708
ENSMUSG00000088365	Gm26321	2	68484143	68484384
ENSMUSG00000093115	Gm25972	2	84150055	84150155
ENSMUSG00000080955	Gm14263	2	170954079	170954824
ENSMUSG00000026875	Traf1	2	34941750	34961772
ENSMUSG00000086650	A430048G15Rik	2	133432095	133453362
ENSMUSG00000016386	Mpped2	2	106693269	106868356
ENSMUSG00000079499	6530402F18Rik	2	29245107	29253006
ENSMUSG00000081957	Ak3l2-ps	2	72633936	72634607
ENSMUSG00000057378	Ryr3	2	112631355	113217096
ENSMUSG00000081457	Gm13488	2	50521682	50521860
ENSMUSG00000050587	Lrrc4c	2	96318169	97631666
ENSMUSG00000081122	Gm13678	2	82623213	82623552
ENSMUSG00000086029	Pax6os1	2	105536080	105670330
ENSMUSG00000044042	Fmn1	2	113327736	113716767
ENSMUSG00000080716	Gm13503	2	53551926	53552371
ENSMUSG00000086367	Gm6182	2	176201042	176203572
ENSMUSG00000094108	Gm17258	2	176257249	176258516
ENSMUSG00000105965	RP23-302F24.1	5	101305578	101305869
ENSMUSG00000037736	Limch1	5	66745835	67057159
ENSMUSG00000029192	Tbc1d14	5	36490604	36593276
ENSMUSG00000029655	N4bp2l2	5	150608007	150665612
ENSMUSG00000037962	Fam101a	5	125003221	125012547
ENSMUSG00000029386	Tctn2	5	124598749	124627738
ENSMUSG00000070419	Cyp3a57	5	145345279	145390926
ENSMUSG00000029189	Sel1l3	5	53107083	53213927
ENSMUSG00000105129	RP24-400H4.1	5	105980573	105981182
ENSMUSG00000062604	Srpk2	5	23503264	23684617
ENSMUSG00000083477	Gm5555	5	49552158	49553268
ENSMUSG00000029423	Piwil1	5	128702524	128755474
ENSMUSG00000104538	RP24-317K11.4	5	112156237	112165244
ENSMUSG00000010825	Grid2ip	5	143357338	143392152
ENSMUSG00000105181	RP23-313F5.1	5	100513187	100513620
ENSMUSG00000034687	Fras1	5	96373955	96784728
ENSMUSG00000034462	Pkd2	5	104459450	104505819
ENSMUSG00000045314	Sowahb	5	93041123	93045022
ENSMUSG00000090326	Dthd1	5	62813823	62888308
ENSMUSG00000029287	Tgfbr3	5	107106570	107289629
ENSMUSG00000040387	Klhl32	4	24612554	24851124
ENSMUSG00000035539	E230008N13Rik	4	45890303	45950774
ENSMUSG00000028518	Prkaa2	4	105029874	105109890
ENSMUSG00000048747	E130114P18Rik	4	97568133	97778078
ENSMUSG00000081120	Gm12458	4	50050909	50051403
ENSMUSG00000084148	Gm12380	4	38263918	38264461
ENSMUSG00000095937	Gm12671	4	91851668	91852669
ENSMUSG00000044288	Cnr1	4	33924593	33948831
ENSMUSG00000041235	Chd7	4	8690406	8867659
ENSMUSG00000106523	AL589845.1	4	67633153	67633229
ENSMUSG00000082254	Gm11922	4	31380472	31380946
ENSMUSG00000028514	Usp24	4	106316213	106441322
ENSMUSG00000028226	Mmp16	4	17852893	18119145
ENSMUSG00000081581	Mup-ps27	4	60466456	60466601
ENSMUSG00000028519	Dab1	4	103619359	104744844
ENSMUSG00000037692	Ahdc1	4	133011260	133078110
ENSMUSG00000078612	1700024P16Rik	4	104913456	105016863
ENSMUSG00000029656	C8b	4	104766317	104804548
ENSMUSG00000085632	Gm12381	4	38571667	38855483
ENSMUSG00000052407	Ccdc171	4	83525545	83864670
ENSMUSG00000021217	Tshz3	7	36698118	36773553
ENSMUSG00000098185	Gm9146	7	32473252	32474257
ENSMUSG00000004508	Gab2	7	97081751	97308940
ENSMUSG00000037541	Shank2	7	144001928	144424494
ENSMUSG00000060260	Pwwp2b	7	139248482	139267253
ENSMUSG00000030505	Prmt3	7	49778346	49858265
ENSMUSG00000053528	A530021J07Rik	7	83148644	83155922
ENSMUSG00000023467	Tulp2	7	45486262	45523632
ENSMUSG00000032743	D430042O09Rik	7	125707915	125874793
ENSMUSG00000011658	Fuz	7	44896079	44902631
ENSMUSG00000051007	Pddc1	7	141408135	141414136
ENSMUSG00000090662	Vmn2r45	7	8470525	8489075
ENSMUSG00000073997	Olfr521	7	99767164	99768130
ENSMUSG00000097644	Gm26862	7	93006982	93104789
ENSMUSG00000054753	AU018091	7	3154664	3169203
ENSMUSG00000062444	Ap3b2	7	81460399	81493925
ENSMUSG00000030602	Pak4	7	28399549	28598185
ENSMUSG00000025754	Agbl1	7	76318072	76766608
ENSMUSG00000030849	Fgfr2	7	130162451	133123350
ENSMUSG00000038968	Klk1b16	7	44136767	44141607
ENSMUSG00000096887	Gm20594	6	79818031	79818364
ENSMUSG00000064293	Cntn4	6	105677660	106699310
ENSMUSG00000065702	Gm22828	6	19624609	19624715
ENSMUSG00000045441	Gprin3	6	59352461	59426290
ENSMUSG00000030103	Bhlhe40	6	108660629	108666925
ENSMUSG00000063063	Ctnna2	6	76881637	77979699
ENSMUSG00000034023	Fancd2	6	113531682	113597017
ENSMUSG00000096461	Igkv14-130	6	67791046	67791511
ENSMUSG00000064391	Gm23625	6	65989640	65989739
ENSMUSG00000030173	Klra5	6	129898996	129917650
ENSMUSG00000093724	Vmn2r-ps32	6	123559122	123559878
ENSMUSG00000038301	Snx10	6	51523901	51590679
ENSMUSG00000029735	Tpk1	6	43345001	43666278
ENSMUSG00000054488	Gm9946	6	117559697	117572329
ENSMUSG00000019577	Pdk4	6	5483351	5496309
ENSMUSG00000089587	Gm23339	6	105232605	105232743
ENSMUSG00000051331	Cacna1c	6	118587240	119196418
ENSMUSG00000030075	Cntn3	6	102163306	102464667
ENSMUSG00000077146	Gm22939	6	43887194	43887324
ENSMUSG00000045441	Gprin3	6	59352461	59426290
ENSMUSG00000042496	Prdm10	9	31280538	31378543
ENSMUSG00000097312	Gm26870	9	3000282	3038313
ENSMUSG00000099788	Gm29176	9	13157286	13157688
ENSMUSG00000089935	Gm16343	9	107575820	107587425
ENSMUSG00000096353	Gm24957	9	112522529	112522660
ENSMUSG00000032803	Cdv3	9	103353094	103365840
ENSMUSG00000034533	Scn10a	9	119608456	119719032
ENSMUSG00000080511	Gm22195	9	4271130	4271237
ENSMUSG00000032172	Olfm2	9	20667986	20728219
ENSMUSG00000001833	Sept7	9	25252439	25308571
ENSMUSG00000019471	Cdc37	9	21138541	21149906
ENSMUSG00000099696	2900052N01Rik	9	46913493	46927366
ENSMUSG00000031129	Slc9a9	9	94669909	95230445
ENSMUSG00000032477	Cdc25a	9	109875579	109893895
ENSMUSG00000032050	Rdx	9	52047150	52088737
ENSMUSG00000032053	Pou2af1	9	51213690	51240079
ENSMUSG00000097312	Gm26870	9	3000282	3038313
ENSMUSG00000096734	Gm21836	9	124493731	124493793
ENSMUSG00000032263	Bckdhb	9	83925145	84124240
ENSMUSG00000074059	Fbxw18	9	109676734	109702700
ENSMUSG00000058301	Upf1	8	70331522	70353273
ENSMUSG00000097654	Gm26714	8	24422404	24440008
ENSMUSG00000079011	Gm11033	8	74590987	74833947
ENSMUSG00000031767	Nudt7	8	114133557	114154739
ENSMUSG00000031521	Aga	8	53511702	53523421
ENSMUSG00000087985	Gm22223	8	101539584	101539708
ENSMUSG00000031841	Cdh13	8	118283733	119324921
ENSMUSG00000098378	Gm27864	8	74270247	74270436
ENSMUSG00000094615	Gm4899	8	81197627	81198214
ENSMUSG00000060924	Csmd1	8	15892537	17535586
ENSMUSG00000039057	Myo16	8	10272572	10634741
ENSMUSG00000071076	Jund	8	70697739	70700616
ENSMUSG00000038872	Zfhx3	8	108703100	108961630
ENSMUSG00000074384	AI429214	8	36993575	36995531
ENSMUSG00000044743	Defb10	8	21858901	21862011
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000031853	BC021891	8	125910450	125947439
ENSMUSG00000101613	Gm28516	8	92024442	92038438
ENSMUSG00000096938	9530052E02Rik	8	11007850	11054541
ENSMUSG00000038398	Upf3a	8	13785615	13798538
