gene_id	gene_name	chromosome	start	end
ENSMUSG00000022454	Nell2	15	95219451	95528706
ENSMUSG00000039676	Capsl	15	9436028	9466035
ENSMUSG00000065760	Gm23848	15	49538195	49538300
ENSMUSG00000022311	Csmd3	15	47580637	48792063
ENSMUSG00000089320	Gm25976	15	20184832	20184961
ENSMUSG00000036800	Fam135b	15	71445678	71727838
ENSMUSG00000050439	Enthd1	15	80452240	80560470
ENSMUSG00000022262	Dnah5	15	28203752	28472045
ENSMUSG00000093021	Gm25303	15	36798698	36798771
ENSMUSG00000022433	Csnk1e	15	79417856	79443919
ENSMUSG00000056293	Gsdmc2	15	63824346	63845177
ENSMUSG00000077468	Gm26416	15	31194205	31194338
ENSMUSG00000032849	Abcc4	14	118482692	118706219
ENSMUSG00000021840	Mapk1ip1l	14	47298314	47323204
ENSMUSG00000034997	Htr2a	14	74640840	74706859
ENSMUSG00000088180	Gm22218	14	56852830	56852888
ENSMUSG00000089266	Gm22891	14	82384366	82384529
ENSMUSG00000088009	Gm24774	14	83405631	83405764
ENSMUSG00000021919	Chat	14	32408203	32465909
ENSMUSG00000021779	Thrb	14	17660960	18038088
ENSMUSG00000063458	1700112E06Rik	14	22019712	23056085
ENSMUSG00000039197	Adk	14	21052574	21448568
ENSMUSG00000063142	Kcnma1	14	23289431	24004859
ENSMUSG00000063458	1700112E06Rik	14	22019712	23056085
ENSMUSG00000090284	Gm17613	14	120749185	120750062
ENSMUSG00000058571	Gpc6	14	116925297	117979529
ENSMUSG00000090487	Gm2888	14	3030002	3038762
ENSMUSG00000021974	Fgf9	14	58070547	58112337
ENSMUSG00000086415	Gm4487	14	113490219	113490660
ENSMUSG00000097358	Gm26773	14	118107831	118117100
ENSMUSG00000060579	Fhit	14	9550092	11162035
ENSMUSG00000040752	Myh6	14	54941981	54966927
ENSMUSG00000044477	Zfand3	17	30005087	30210019
ENSMUSG00000023852	Chd1	17	15704967	17394898
ENSMUSG00000023826	Park2	17	10840384	12063361
ENSMUSG00000023826	Park2	17	10840384	12063361
ENSMUSG00000097460	Gm26734	17	94834906	94836642
ENSMUSG00000099014	Gm27359	17	82193755	82193864
ENSMUSG00000024042	Sik1	17	31844248	31855792
ENSMUSG00000052525	Spdya	17	71552061	71589533
ENSMUSG00000023852	Chd1	17	15704967	17394898
ENSMUSG00000069729	Arid1b	17	4994332	5347656
ENSMUSG00000069729	Arid1b	17	4994332	5347656
ENSMUSG00000069729	Arid1b	17	4994332	5347656
ENSMUSG00000037130	H2-M10.6	17	36812171	36815564
ENSMUSG00000024036	Slc37a1	17	31295483	31350696
ENSMUSG00000093401	Vmn2r-ps126	17	20080674	20141273
ENSMUSG00000105064	AC131325.1	17	91862602	91862736
ENSMUSG00000096200	Gm23186	17	4678020	4678126
ENSMUSG00000024064	Galnt14	17	73493228	73710453
ENSMUSG00000098552	Gm27217	17	52592981	52602660
ENSMUSG00000025739	Gng13	17	25717171	25719406
ENSMUSG00000050272	Dscam	16	96592079	97170752
ENSMUSG00000064830	Gm25699	16	73422793	73422959
ENSMUSG00000052504	Epha3	16	63543538	63864158
ENSMUSG00000091243	Vgll3	16	65815633	65863057
ENSMUSG00000092545	Gm20319	16	26714446	26755502
ENSMUSG00000039680	Mrps6	16	92058270	92112227
ENSMUSG00000052504	Epha3	16	63543538	63864158
ENSMUSG00000064830	Gm25699	16	73422793	73422959
ENSMUSG00000089252	Gm25715	16	86845470	86845594
ENSMUSG00000051003	Olfr161	16	3592398	3593339
ENSMUSG00000022832	Ropn1	16	34649921	34678618
ENSMUSG00000022641	Bbx	16	50191844	50432390
ENSMUSG00000022672	Prkdc	16	15637866	15842235
ENSMUSG00000038127	Ccdc50	16	27388869	27452218
ENSMUSG00000095122	Gm23215	16	3249584	3249704
ENSMUSG00000089252	Gm25715	16	86845470	86845594
ENSMUSG00000052363	Zdhhc19	16	32496265	32561966
ENSMUSG00000095122	Gm23215	16	3249584	3249704
ENSMUSG00000075704	Txnrd2	16	18426417	18479073
ENSMUSG00000092009	Myh15	16	49057486	49199104
ENSMUSG00000063434	Sorcs3	19	48206025	48805505
ENSMUSG00000035804	Ins1	19	52264323	52265456
ENSMUSG00000100969	1700030N03Rik	19	3065711	3197714
ENSMUSG00000024727	Trpm6	19	18749983	18892510
ENSMUSG00000024922	Ovol1	19	5549137	5560575
ENSMUSG00000052562	Slc22a30	19	8335371	8405111
ENSMUSG00000063777	Olfr1469	19	13410571	13411500
ENSMUSG00000098507	Gm27935	19	49709794	49709872
ENSMUSG00000076303	Gm23061	19	17928111	17928226
ENSMUSG00000025185	Loxl4	19	42593982	42612813
ENSMUSG00000035283	Adrb1	19	56722372	56724862
ENSMUSG00000025196	Cpn1	19	43956307	43986556
ENSMUSG00000024725	Ostf1	19	18579328	18631789
ENSMUSG00000100969	1700030N03Rik	19	3065711	3197714
ENSMUSG00000054827	Cyp2c50	19	40089688	40113950
ENSMUSG00000024851	Pitpnm1	19	4099998	4113965
ENSMUSG00000024892	Pcx	19	4510472	4621752
ENSMUSG00000040451	Sgms1	19	32122727	32389714
ENSMUSG00000024897	Apba1	19	23758876	23949597
ENSMUSG00000033053	1700028P14Rik	19	23558760	23652812
ENSMUSG00000037346	Hrh4	18	13006990	13022882
ENSMUSG00000033960	9430020K01Rik	18	4634929	4682868
ENSMUSG00000088898	Gm22515	18	40801161	40801465
ENSMUSG00000060534	Dcc	18	71258738	72351069
ENSMUSG00000085595	Gm16090	18	20597964	20665260
ENSMUSG00000056153	Socs6	18	88665224	88927481
ENSMUSG00000093774	Vmn1r-ps151	18	3026901	3027882
ENSMUSG00000024306	Ccdc178	18	21810897	22171396
ENSMUSG00000055561	Spink5	18	43963235	44022501
ENSMUSG00000103458	Pcdha4	18	36952741	37840200
ENSMUSG00000060275	Nrg2	18	36017707	36197380
ENSMUSG00000103458	Pcdha4	18	36952741	37840200
ENSMUSG00000024513	Mbd2	18	70568189	70626131
ENSMUSG00000041482	Piezo2	18	63010213	63387183
ENSMUSG00000073647	Gm10557	18	4198216	4198969
ENSMUSG00000038299	Wdr36	18	32837225	32866420
ENSMUSG00000060534	Dcc	18	71258738	72351069
ENSMUSG00000032818	Loxhd1	18	77281958	77442341
ENSMUSG00000034295	Fhod3	18	24709445	25133500
ENSMUSG00000005871	Apc	18	34220924	34322189
ENSMUSG00000055653	Gpc3	X	52272426	52613950
ENSMUSG00000082372	Gm4772	X	79902724	79903566
ENSMUSG00000083060	Gm14533	X	26006671	26006763
ENSMUSG00000081587	Gm14926	X	119413252	119413989
ENSMUSG00000094624	Gm4836	X	28270710	28293632
ENSMUSG00000081752	Gm14680	X	62775585	62776685
ENSMUSG00000100364	1700121L16Rik	X	104816776	104842455
ENSMUSG00000033965	Slc16a2	X	103697414	103821965
ENSMUSG00000085610	Gm14747	X	78682205	78683188
ENSMUSG00000055109	Gm15155	X	155624741	156345887
ENSMUSG00000098585	Gm27910	X	24617011	24617117
ENSMUSG00000045103	Dmd	X	82948870	85206141
ENSMUSG00000082188	Gm2768	X	25112160	25115171
ENSMUSG00000083438	Gm5402	X	94671503	94673120
ENSMUSG00000083151	Gm4913	X	119966284	119967573
ENSMUSG00000094864	Gm17521	X	123029202	123029669
ENSMUSG00000081350	Gm5388	X	51218877	51219993
ENSMUSG00000057439	Kir3dl2	X	136448107	136544056
ENSMUSG00000034403	Pja1	X	99465734	99471273
ENSMUSG00000096457	Gm10147	X	28584992	28607842
ENSMUSG00000026393	Nek7	1	138482875	138620141
ENSMUSG00000026277	Stk25	1	93619751	93658659
ENSMUSG00000101097	Gm6679	1	108770135	108772003
ENSMUSG00000099453	Gm18248	1	99638396	99640241
ENSMUSG00000052062	Pard3b	1	61638824	62642284
ENSMUSG00000026640	Plxna2	1	194618218	194816869
ENSMUSG00000026721	Rabgap1l	1	160219174	160793211
ENSMUSG00000026628	Atf3	1	191170296	191218039
ENSMUSG00000048960	Prex2	1	10993465	11303681
ENSMUSG00000010609	Psen2	1	180227004	180263438
ENSMUSG00000025927	Tfap2b	1	19208914	19238576
ENSMUSG00000026425	Srgap2	1	131285251	131527352
ENSMUSG00000101372	Gm19028	1	27989910	27991782
ENSMUSG00000067028	Cntnap5b	1	99772765	100485942
ENSMUSG00000028354	Fmn2	1	174501825	174822729
ENSMUSG00000102343	Gm37381	1	3905739	3986215
ENSMUSG00000047369	Dnah14	1	181738988	181769674
ENSMUSG00000067851	Arfgef1	1	10137571	10232670
ENSMUSG00000026074	Map4k4	1	39900913	40026310
ENSMUSG00000016526	Dyrk3	1	131127455	131138340
ENSMUSG00000102088	Gm21064	Y	4341127	4381726
ENSMUSG00000099978	Gm29407	Y	56725602	56726297
ENSMUSG00000101991	Gm21724	Y	58368835	58369530
ENSMUSG00000101369	Gm28080	Y	69908283	69909004
ENSMUSG00000100338	Gm28870	Y	50097276	50122131
ENSMUSG00000101789	Gm28956	Y	11345842	11426704
ENSMUSG00000100051	Gm28568	Y	43451134	43454367
ENSMUSG00000100403	Gm21838	Y	89328773	89329468
ENSMUSG00000101321	Gm28817	Y	78632526	78657490
ENSMUSG00000101552	Gm29118	Y	50733012	50733326
ENSMUSG00000101631	Gm20884	Y	51391153	51391845
ENSMUSG00000100187	Gm29324	Y	81395901	81399138
ENSMUSG00000100560	Gm21180	Y	77074033	77074728
ENSMUSG00000101064	Gm18798	Y	2678944	2689032
ENSMUSG00000100452	Gm29628	Y	64116692	64119931
ENSMUSG00000101380	Gm28769	Y	5695785	5696399
ENSMUSG00000099554	Gm28259	Y	73826159	73829395
ENSMUSG00000103077	Gm38371	Y	22403303	22406098
ENSMUSG00000101471	Gm29276	Y	42550083	42582250
ENSMUSG00000100710	Gm29197	Y	6084520	6085221
ENSMUSG00000104710	RP24-349N15.2	3	135904344	136167184
ENSMUSG00000027966	Col11a1	3	114030540	114220718
ENSMUSG00000097745	AI115009	3	152666913	152681432
ENSMUSG00000033308	Dpyd	3	118562129	119432924
ENSMUSG00000105662	RP23-112A11.1	3	35597152	35666163
ENSMUSG00000065684	Gm23733	3	120317884	120317989
ENSMUSG00000099640	Gm28543	3	129067805	129070544
ENSMUSG00000074579	Lekr1	3	65666228	65831159
ENSMUSG00000103295	Scp2-ps1	3	155514441	155515311
ENSMUSG00000084092	Gm5843	3	14722416	14729626
ENSMUSG00000049230	Gm9833	3	10088110	10092565
ENSMUSG00000047940	Stpg2	3	139205694	139710299
ENSMUSG00000027615	Hps3	3	19995945	20035315
ENSMUSG00000028176	Lrrc7	3	158082891	158562221
ENSMUSG00000105816	RP24-380G1.1	3	128117015	128231606
ENSMUSG00000027800	Tm4sf1	3	57285611	57301988
ENSMUSG00000105829	RP23-238A12.1	3	115518576	115519011
ENSMUSG00000104887	RP24-471B15.3	3	122125106	122227370
ENSMUSG00000028031	Dkk2	3	132085292	132180304
ENSMUSG00000028172	Tacr3	3	134829007	134934579
ENSMUSG00000059013	Sh2d3c	2	32721055	32755512
ENSMUSG00000026764	Kif5c	2	49619298	49774778
ENSMUSG00000045967	Gpr158	2	21367542	21830547
ENSMUSG00000087504	Gm13658	2	75436057	75444179
ENSMUSG00000049252	Lrp1b	2	40595248	42653598
ENSMUSG00000086308	G630016G05Rik	2	116067225	116085911
ENSMUSG00000026657	Frmd4a	2	4017717	4614043
ENSMUSG00000098505	Gm14496	2	181991226	182001766
ENSMUSG00000027366	Sppl2a	2	126890391	126933235
ENSMUSG00000103120	Gm37392	2	3065573	3066088
ENSMUSG00000087800	Gm25569	2	165270046	165270176
ENSMUSG00000103120	Gm37392	2	3065573	3066088
ENSMUSG00000079442	St6galnac4	2	32587095	32599698
ENSMUSG00000081494	Gm14130	2	149743175	149744161
ENSMUSG00000086957	Gm13869	2	103206209	103210357
ENSMUSG00000057234	Mettl15	2	109092297	109280748
ENSMUSG00000089144	Gm25264	2	46606967	46607083
ENSMUSG00000075200	Olfr1044	2	86170871	86171815
ENSMUSG00000053702	Nebl	2	17343909	17731464
ENSMUSG00000047907	Tshz2	2	169633013	170071816
ENSMUSG00000029128	Rab28	5	41624976	41708155
ENSMUSG00000063919	Srrm4	5	116439272	116591817
ENSMUSG00000003974	Grm3	5	9485541	9725170
ENSMUSG00000005107	Slc2a9	5	38349273	38503143
ENSMUSG00000105186	RP23-317I8.1	5	55652949	55653147
ENSMUSG00000072821	Gm6351	5	94076385	94080997
ENSMUSG00000041453	Rpl21	5	146832890	146837032
ENSMUSG00000034981	Parm1	5	91517615	91626894
ENSMUSG00000054280	Prr14l	5	32789218	32854256
ENSMUSG00000104667	RP24-418J2.5	5	30092940	30097686
ENSMUSG00000105068	RP23-465J5.1	5	7680108	7960346
ENSMUSG00000086352	4930401G09Rik	5	115358700	115360123
ENSMUSG00000037653	Kctd8	5	69109285	69341709
ENSMUSG00000042594	Sh2b3	5	121815488	121837646
ENSMUSG00000029446	Psph	5	129765558	129787252
ENSMUSG00000099391	1700003C15Rik	5	11689253	11769308
ENSMUSG00000034438	Gbp8	5	105014150	105139540
ENSMUSG00000095594	Gm24304	5	80098908	80099014
ENSMUSG00000064555	Gm24626	5	85829627	85829787
ENSMUSG00000061288	Taok3	5	117120129	117275219
ENSMUSG00000099186	Gm27878	4	3051714	3051819
ENSMUSG00000096837	Gm12651	4	93904024	93904470
ENSMUSG00000028292	Rars2	4	34614957	34660167
ENSMUSG00000028635	Edn2	4	120161206	120167360
ENSMUSG00000055761	Nkain3	4	20118874	20778866
ENSMUSG00000088154	Gm25637	4	41050220	41050326
ENSMUSG00000028289	Epha7	4	28813131	28967499
ENSMUSG00000077214	Gm23950	4	64444730	64444858
ENSMUSG00000087098	Gm11884	4	23260784	23392503
ENSMUSG00000084220	Gm12387	4	39895208	39896162
ENSMUSG00000085209	Gm12637	4	92528551	92548304
ENSMUSG00000082502	Gm12636	4	90543747	90544370
ENSMUSG00000081667	Gm12883	4	121392992	121396557
ENSMUSG00000049225	Pdp1	4	11958184	11966452
ENSMUSG00000014030	Pax5	4	44524757	44710487
ENSMUSG00000039768	Dnajc11	4	151933691	151982137
ENSMUSG00000078598	Skint5	4	113477891	113999503
ENSMUSG00000078575	Gm12887	4	121614271	121622103
ENSMUSG00000084018	Gm11895	4	25867989	25868455
ENSMUSG00000095394	Gm25485	4	50286746	50286877
ENSMUSG00000034825	Nrip3	7	109758055	109782025
ENSMUSG00000086254	3100003L05Rik	7	124625670	124708935
ENSMUSG00000005610	Eif4g2	7	111070568	111083030
ENSMUSG00000077194	Gm23431	7	62036631	62036737
ENSMUSG00000102113	Gm28061	7	41067564	41068370
ENSMUSG00000049583	Grm5	7	87602544	88134907
ENSMUSG00000099715	Gm28077	7	37299265	37304034
ENSMUSG00000025487	Psmd13	7	140881968	140898643
ENSMUSG00000087598	Zfp111	7	24193947	24211443
ENSMUSG00000103673	Gm37620	7	72601989	72602489
ENSMUSG00000054612	Mgmt	7	136894611	137128187
ENSMUSG00000030653	Pde2a	7	101421691	101512829
ENSMUSG00000055026	Gabrg3	7	56716465	57387188
ENSMUSG00000030527	Crtc3	7	80586627	80688877
ENSMUSG00000030519	Apba2	7	64501706	64753870
ENSMUSG00000052572	Dlg2	7	91090706	92447003
ENSMUSG00000058145	Adamts17	7	66839735	67152625
ENSMUSG00000043310	Olfr571	7	102908869	102909837
ENSMUSG00000053025	Sv2b	7	75114897	75309262
ENSMUSG00000081038	Olfr626-ps1	7	103691818	103692102
ENSMUSG00000046500	Fam19a4	6	96831209	97060411
ENSMUSG00000057716	Tmem178b	6	39873271	40255150
ENSMUSG00000045095	Magi1	6	93675455	94283322
ENSMUSG00000100219	1700054K19Rik	6	112210708	112212519
ENSMUSG00000039578	Ccser1	6	61180324	62382865
ENSMUSG00000093964	Gm26179	6	74340950	74341081
ENSMUSG00000086887	1700060C16Rik	6	143593353	143651288
ENSMUSG00000106309	RP24-405O23.8	6	68734181	68734661
ENSMUSG00000030199	Etv6	6	134035700	134270158
ENSMUSG00000084204	Gm6584	6	130398272	130407933
ENSMUSG00000034648	Lrrn1	6	107529726	107570228
ENSMUSG00000030223	Ptpro	6	137252299	137464629
ENSMUSG00000079598	Clec2l	6	38663069	38680864
ENSMUSG00000000439	Mkrn2	6	115601938	115618670
ENSMUSG00000097616	1110019D14Rik	6	13871526	14044373
ENSMUSG00000088721	Gm22212	6	63200041	63200146
ENSMUSG00000034648	Lrrn1	6	107529726	107570228
ENSMUSG00000041540	Sox5	6	143828425	144781977
ENSMUSG00000095574	Trbv12-1	6	41113550	41114067
ENSMUSG00000034192	Lsm3	6	91515928	91522625
ENSMUSG00000008590	Htr3b	9	48935008	48964990
ENSMUSG00000094630	n-R5s92	9	115626600	115626718
ENSMUSG00000035919	Bbs9	9	22475715	22888280
ENSMUSG00000089477	Gm25365	9	12780165	12780285
ENSMUSG00000061167	Rpl15-ps3	9	22185607	22186221
ENSMUSG00000099631	Gm8641	9	99946564	99947389
ENSMUSG00000088760	Gm24393	9	82463356	82463452
ENSMUSG00000045994	B3gat1	9	26733728	26763101
ENSMUSG00000032402	Smad3	9	63646767	63757994
ENSMUSG00000033453	Adamts15	9	30899155	30922452
ENSMUSG00000032006	Pdgfd	9	6168612	6378843
ENSMUSG00000050702	Rfpl3s	9	55962589	55980914
ENSMUSG00000056131	Pgm3	9	86554377	86571842
ENSMUSG00000102020	Gm28620	9	79238620	79239058
ENSMUSG00000031998	1700128F08Rik	9	8221889	8241987
ENSMUSG00000098937	Mir7241	9	67727717	67727780
ENSMUSG00000088044	Gm23326	9	43905898	43906002
ENSMUSG00000031936	Hephl1	9	15051841	15112108
ENSMUSG00000101001	Gm3121	9	101281368	101281773
ENSMUSG00000035032	Nek11	9	105162156	105395524
ENSMUSG00000031789	Cngb1	8	95239045	95306585
ENSMUSG00000097044	4933433F19Rik	8	30568393	30575573
ENSMUSG00000106349	AC140437.1	8	52041424	52041568
ENSMUSG00000074072	Gm10620	8	116764144	116765479
ENSMUSG00000031445	Proz	8	13060908	13075006
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000037492	Zmat4	8	23636019	24156585
ENSMUSG00000090795	Gm7346	8	3093369	3095187
ENSMUSG00000101854	1700026F02Rik	8	71006727	71026755
ENSMUSG00000089548	Gm25830	8	48958350	48958481
ENSMUSG00000031583	Wrn	8	33234384	33385527
ENSMUSG00000031608	Galnt7	8	57523828	57653032
ENSMUSG00000091764	Zfp964	8	69659263	69664170
ENSMUSG00000031901	Dus2	8	105991337	106053840
ENSMUSG00000064325	Hhip	8	79966115	80058006
ENSMUSG00000037940	Inpp4b	8	81342556	82125036
ENSMUSG00000038257	Glra3	8	55940460	56125429
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000031543	Ank1	8	22974844	23150497
ENSMUSG00000031543	Ank1	8	22974844	23150497
