gene_id	gene_name	chromosome	start	end
ENSMUSG00000083499	Gm14609	X	47380433	47381334
ENSMUSG00000057402	1700042B14Rik	X	155124917	155128412
ENSMUSG00000080419	Gm26475	X	128522689	128522809
ENSMUSG00000034732	Pabpc5	X	119927196	119930165
ENSMUSG00000056854	Pou3f4	X	110814280	110817207
ENSMUSG00000036022	Fam122b	X	53243415	53269805
ENSMUSG00000055653	Gpc3	X	52272426	52613950
ENSMUSG00000104464	Gm18698	1	189078159	189079704
ENSMUSG00000098368	Gm27648	1	90327312	90327418
ENSMUSG00000102789	Gm38256	1	157940385	158141318
ENSMUSG00000041907	Gpr45	1	42952872	43035456
ENSMUSG00000088800	Gm24075	1	18969762	18969833
ENSMUSG00000048000	Gigyf2	1	87326998	87450796
ENSMUSG00000101514	Gm5524	1	27884046	27902396
ENSMUSG00000025932	Eya1	1	14168954	14310235
ENSMUSG00000046057	Gm15428	1	156793512	156793844
ENSMUSG00000026455	Klhl12	1	134455531	134491018
ENSMUSG00000102500	Gm37371	1	140823327	140823718
ENSMUSG00000102483	Gm7068	1	177808550	177962233
ENSMUSG00000052477	C130026I21Rik	1	84992690	85270566
ENSMUSG00000103379	Gm37177	1	182071403	182071819
ENSMUSG00000100832	Gm29260	1	41781808	41939560
ENSMUSG00000100894	Gm8304	1	45602026	45602753
ENSMUSG00000055866	Per2	1	91415982	91459324
ENSMUSG00000100819	Gm2693	1	21178988	21187427
ENSMUSG00000097881	Celrr	1	121087405	121178441
ENSMUSG00000044768	D1Ertd622e	1	97606318	97662074
ENSMUSG00000099894	Gm20911	Y	81458007	81484087
ENSMUSG00000099970	Rhoay-ps2	Y	3747151	3747731
ENSMUSG00000099849	Gm29274	Y	42459558	42462795
ENSMUSG00000100226	Gm20904	Y	76060956	76061651
ENSMUSG00000100628	Gm29648	Y	46347584	46348681
ENSMUSG00000101802	Gm29445	Y	45044002	45047234
ENSMUSG00000099487	Gm21848	Y	65272580	65273275
ENSMUSG00000101030	Gm28429	Y	3886204	3886566
ENSMUSG00000101143	Gm21151	Y	69092807	69093499
ENSMUSG00000100308	Gm29410	Y	68951290	68951983
ENSMUSG00000100547	Gm28611	Y	67264488	67265183
ENSMUSG00000100440	Gm28405	Y	88302085	88305320
ENSMUSG00000102077	Gm29001	Y	66806564	66807260
ENSMUSG00000101871	Gm28389	Y	11800542	11801238
ENSMUSG00000102118	Gm29637	Y	67544885	67545580
ENSMUSG00000100887	Gm29297	Y	86766062	86769299
ENSMUSG00000100286	Gm28696	Y	80536406	80539754
ENSMUSG00000099856	Gm20906	Y	87550966	87575691
ENSMUSG00000102347	Gm21469	Y	23031235	23031930
ENSMUSG00000099939	Gm28330	Y	8644954	8654329
ENSMUSG00000039519	Cyp7b1	3	18071950	18243338
ENSMUSG00000087835	Gm24481	3	92949158	92949259
ENSMUSG00000028179	Cth	3	157894248	157925077
ENSMUSG00000027984	Hadh	3	131233419	131272101
ENSMUSG00000102233	Gm37889	3	22812207	22812457
ENSMUSG00000104491	Gm32340	3	45775933	45776191
ENSMUSG00000063887	Nlgn1	3	25426215	26332460
ENSMUSG00000088535	Gm24997	3	44983200	44983304
ENSMUSG00000051076	Vtcn1	3	100825459	100896922
ENSMUSG00000089220	Gm22074	3	6977268	6977380
ENSMUSG00000028121	Bcar3	3	122294136	122530191
ENSMUSG00000104451	Gm37831	3	10646316	10648102
ENSMUSG00000050533	Gm9845	3	39357394	39359128
ENSMUSG00000105190	RP24-257N6.1	3	150588739	150612176
ENSMUSG00000052430	Bmpr1b	3	141837136	142169425
ENSMUSG00000039717	Ralyl	3	13946393	14182287
ENSMUSG00000096935	1700113A16Rik	3	88171556	88177785
ENSMUSG00000088463	Gm24749	3	78842224	78842566
ENSMUSG00000102809	Gm8643	3	74814718	74815342
ENSMUSG00000027878	Notch2	3	98013527	98150361
ENSMUSG00000032841	Prr5l	2	101714285	101883027
ENSMUSG00000026885	Ttll11	2	35751241	35979913
ENSMUSG00000017670	Elmo2	2	165288031	165326479
ENSMUSG00000038718	Pbx3	2	34171457	34373142
ENSMUSG00000082259	Gm13808	2	100058933	100059116
ENSMUSG00000084372	Gm13988	2	123273924	123274211
ENSMUSG00000042604	Kcna4	2	107290639	107298502
ENSMUSG00000044647	Csrnp3	2	65845767	66031546
ENSMUSG00000083269	Gm13254	2	8147212	8147865
ENSMUSG00000086445	Gm13191	2	3925808	3929139
ENSMUSG00000025780	Itih5	2	10153571	10256529
ENSMUSG00000065454	Mir124a-3	2	180894040	180894107
ENSMUSG00000055485	Soga1	2	157015799	157079254
ENSMUSG00000049744	Arhgap15	2	43748824	44395953
ENSMUSG00000103120	Gm37392	2	3065573	3066088
ENSMUSG00000052056	Zfp217	2	170108643	170148103
ENSMUSG00000027300	Ubox5	2	130590002	130630038
ENSMUSG00000060131	Atp8b4	2	126320973	126500674
ENSMUSG00000061897	Gm14292	2	179177425	179177880
ENSMUSG00000027376	Prom2	2	127526473	127541467
ENSMUSG00000080586	Mir1187	5	82798944	82799065
ENSMUSG00000000560	Gabra2	5	70957597	71095849
ENSMUSG00000065235	Gm22974	5	80893654	80893756
ENSMUSG00000103298	Gm38232	5	138725395	138726185
ENSMUSG00000040003	Magi2	5	19227036	20704792
ENSMUSG00000039753	Fbxl5	5	43744615	43821638
ENSMUSG00000060371	Caln1	5	130369476	130840645
ENSMUSG00000091204	Gm7271	5	76484040	76516628
ENSMUSG00000106529	RP23-148F6.1	5	54569905	54578012
ENSMUSG00000088796	Gm22536	5	58414228	58414361
ENSMUSG00000029703	Lrwd1	5	136122772	136136074
ENSMUSG00000011034	Slc5a1	5	33104219	33162699
ENSMUSG00000105443	RP23-339I6.3	5	64383454	64386205
ENSMUSG00000028926	Cdk14	5	4803391	5420312
ENSMUSG00000061259	Tmprss11d	5	86302217	86373420
ENSMUSG00000105663	RP24-296L6.1	5	51855220	51858775
ENSMUSG00000040570	Rundc3b	5	8490334	8622952
ENSMUSG00000039156	Stim2	5	53998523	54121056
ENSMUSG00000105931	RP24-363A3.1	5	50838317	50840759
ENSMUSG00000067321	Gm7931	5	46414344	46414614
ENSMUSG00000087958	Gm22563	4	51540747	51541015
ENSMUSG00000060206	Zfp462	4	54945048	55083563
ENSMUSG00000073987	Ggh	4	20042052	20066750
ENSMUSG00000035696	Rnf38	4	44126210	44233789
ENSMUSG00000063929	Cyp4a32	4	115600969	115621602
ENSMUSG00000099186	Gm27878	4	3051714	3051819
ENSMUSG00000085549	1700047F07Rik	4	107689701	107758985
ENSMUSG00000084350	Znf41-ps	4	145825237	145829942
ENSMUSG00000038368	Focad	4	88094629	88411011
ENSMUSG00000014592	Camta1	4	150917322	151861876
ENSMUSG00000081672	Gm13000	4	135853678	135854173
ENSMUSG00000055761	Nkain3	4	20118874	20778866
ENSMUSG00000093183	Gm25687	4	54468352	54468592
ENSMUSG00000086253	Gm13773	4	60502841	60521169
ENSMUSG00000028434	Epb4.1l4b	4	56991972	57143437
ENSMUSG00000086262	A930031H19Rik	4	131000832	131010474
ENSMUSG00000028758	Kif17	4	138250435	138301967
ENSMUSG00000087137	4930509K18Rik	4	40313232	40317719
ENSMUSG00000028517	Ppap2b	4	105157347	105232764
ENSMUSG00000052407	Ccdc171	4	83525545	83864670
ENSMUSG00000075701	Vimp	7	66079649	66089412
ENSMUSG00000097023	AI854517	7	79500026	79534403
ENSMUSG00000059263	Usp47	7	112023506	112111386
ENSMUSG00000096002	Vmn2r53	7	12581470	12606544
ENSMUSG00000091292	Gm3104	7	3086001	3087834
ENSMUSG00000030518	Fam189a1	7	64756113	65156570
ENSMUSG00000087869	Gm24444	7	136509026	136509333
ENSMUSG00000098031	Gm9341	7	135952798	135953783
ENSMUSG00000091292	Gm3104	7	3086001	3087834
ENSMUSG00000096033	Gm5899	7	94197210	94197461
ENSMUSG00000049685	Cyp2g1	7	26808927	26821197
ENSMUSG00000056144	Trim34a	7	104244457	104340693
ENSMUSG00000030759	Far1	7	113513834	113571511
ENSMUSG00000054005	Mill1	7	18245347	18266092
ENSMUSG00000030602	Pak4	7	28399549	28598185
ENSMUSG00000030732	Chrdl2	7	100006404	100034728
ENSMUSG00000068151	A230006K03Rik	7	61127996	61311721
ENSMUSG00000054753	AU018091	7	3154664	3169203
ENSMUSG00000085124	Gm12766	7	34438137	34520885
ENSMUSG00000070203	Gm22444	7	52927070	52927177
ENSMUSG00000064293	Cntn4	6	105677660	106699310
ENSMUSG00000051331	Cacna1c	6	118587240	119196418
ENSMUSG00000030056	Isy1	6	87818447	87838759
ENSMUSG00000093501	Vmn1r22	6	57899959	57901054
ENSMUSG00000045962	Wnk1	6	119923969	120038672
ENSMUSG00000030077	Chl1	6	103510876	103733035
ENSMUSG00000063063	Ctnna2	6	76881637	77979699
ENSMUSG00000048216	Gpr85	6	13834458	13839942
ENSMUSG00000030067	Foxp1	6	98925338	99522721
ENSMUSG00000029765	Plxna4	6	32144268	32588192
ENSMUSG00000001424	Snd1	6	28475139	28935162
ENSMUSG00000046178	Nxph1	6	8948431	9249032
ENSMUSG00000061436	Hipk2	6	38694390	38876165
ENSMUSG00000054641	Mmrn1	6	60924976	60989378
ENSMUSG00000058731	Vmn1r15	6	57258149	57259048
ENSMUSG00000029563	Foxp2	6	14901349	15441977
ENSMUSG00000095323	Mir3470a	6	83090311	83090387
ENSMUSG00000029814	Igf2bp3	6	49085221	49214954
ENSMUSG00000071150	Tas2r121	6	132700090	132701007
ENSMUSG00000030287	Itpr2	6	146108299	146502223
ENSMUSG00000032386	Trip4	9	65828930	65908794
ENSMUSG00000045594	Glb1	9	114401076	114474376
ENSMUSG00000099696	2900052N01Rik	9	46913493	46927366
ENSMUSG00000095069	Gm26190	9	25812855	25812975
ENSMUSG00000074505	Fat3	9	15910205	16378231
ENSMUSG00000095069	Gm26190	9	25812855	25812975
ENSMUSG00000104494	Gm37111	9	120182564	120183197
ENSMUSG00000063380	Olfr945	9	39257720	39258682
ENSMUSG00000039488	Cntn5	9	9660891	10904775
ENSMUSG00000061165	Olfr160	9	37711348	37712277
ENSMUSG00000036411	9530077C05Rik	9	22411577	22444677
ENSMUSG00000039488	Cntn5	9	9660891	10904775
ENSMUSG00000097312	Gm26870	9	3000282	3038313
ENSMUSG00000066235	Pomgnt2	9	121981606	121996026
ENSMUSG00000066914	Olfr831-ps1	9	18932467	18945092
ENSMUSG00000035274	Tpbg	9	85842380	85847040
ENSMUSG00000004096	Cwc15	9	14500617	14510577
ENSMUSG00000099823	Gm28054	9	92895832	92915791
ENSMUSG00000032405	Pias1	9	62880077	62980879
ENSMUSG00000098939	Gm27919	9	98705730	98705836
ENSMUSG00000025812	Pard3	8	127063893	127612286
ENSMUSG00000031592	Pcm1	8	41239759	41334086
ENSMUSG00000031449	Atp4b	8	13386209	13396778
ENSMUSG00000047935	Gm5607	8	12385771	12436750
ENSMUSG00000099326	Mir21c	8	128278148	128278225
ENSMUSG00000033732	Sf3b3	8	110810492	110846803
ENSMUSG00000090795	Gm7346	8	3093369	3095187
ENSMUSG00000060427	Zfp868	8	69610857	69625548
ENSMUSG00000055435	Maf	8	115682942	115707794
ENSMUSG00000069986	Gm8054	8	78869401	78869868
ENSMUSG00000098001	Gm27048	8	80933534	80938667
ENSMUSG00000034416	Pkd1l2	8	116995679	117082449
ENSMUSG00000081383	Gm5742	8	100060116	100060620
ENSMUSG00000069925	4932416K20Rik	8	104795237	104798792
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000060427	Zfp868	8	69610857	69625548
ENSMUSG00000097984	Gm8167	8	82577767	82578724
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000077289	Gm25766	8	113519476	113519606
ENSMUSG00000031608	Galnt7	8	57523828	57653032
