gene_id	gene_name	chromosome	start	end
ENSMUSG00000021506	Pitx1	13	55825051	55836192
ENSMUSG00000098107	Gm27007	13	44400436	44455303
ENSMUSG00000080451	Gm24193	13	61823544	61823664
ENSMUSG00000041817	Fam169a	13	97067287	97129521
ENSMUSG00000091834	Gm17177	13	3121132	3122980
ENSMUSG00000034617	Mtrr	13	68560780	68582121
ENSMUSG00000061022	Vmn1r222	13	23232115	23233041
ENSMUSG00000048904	Neurog1	13	56250505	56252163
ENSMUSG00000094942	Gm3604	13	62368328	62383166
ENSMUSG00000102756	Gm37054	13	90238172	90238714
ENSMUSG00000025872	Thoc3	13	54458837	54468849
ENSMUSG00000021764	Ndufs4	13	114287795	114388094
ENSMUSG00000059877	Dph3b-ps	13	106546815	106547060
ENSMUSG00000043190	Rfesd	13	76001535	76018712
ENSMUSG00000056222	Spock1	13	57421195	57908314
ENSMUSG00000095584	Gm22628	13	16041046	16041152
ENSMUSG00000042348	Arl15	13	113794505	114157461
ENSMUSG00000067586	S1pr3	13	51408618	51422797
ENSMUSG00000021301	Hecw1	13	14226438	14523226
ENSMUSG00000071203	Naip5	13	100211739	100246323
ENSMUSG00000102096	1700101O22Rik	12	7372039	7380330
ENSMUSG00000020674	Pxdn	12	29938036	30017658
ENSMUSG00000097391	Mirg	12	109729764	109749460
ENSMUSG00000035653	Lrfn5	12	61523150	61858342
ENSMUSG00000095344	Gm6838	12	22286893	22326064
ENSMUSG00000085820	4933406K04Rik	12	106685607	106716362
ENSMUSG00000102096	1700101O22Rik	12	7372039	7380330
ENSMUSG00000090699	Gm9071	12	3023883	3025753
ENSMUSG00000021245	Mlh3	12	85234529	85270591
ENSMUSG00000004789	Dlst	12	85110833	85134091
ENSMUSG00000090050	Gm16339	12	102127806	102129906
ENSMUSG00000021051	Ppp2r5e	12	75450883	75596200
ENSMUSG00000066392	Nrxn3	12	88722876	90334935
ENSMUSG00000098159	Gm21614	12	91968399	91969577
ENSMUSG00000017843	Ppp2r5c	12	110485739	110583061
ENSMUSG00000102096	1700101O22Rik	12	7372039	7380330
ENSMUSG00000089894	Gm15524	12	56689918	56692964
ENSMUSG00000095261	Gm17391	12	22622962	22623087
ENSMUSG00000104308	Gm36971	12	47165042	47165507
ENSMUSG00000067356	B430203G13Rik	12	17924294	17925668
ENSMUSG00000038679	Trps1	15	50654752	50890463
ENSMUSG00000038736	Nudcd1	15	44375227	44428307
ENSMUSG00000054409	Tmem74	15	43866695	43870029
ENSMUSG00000042564	Fam227a	15	79609576	79658956
ENSMUSG00000022332	Khdrbs3	15	68928420	69093512
ENSMUSG00000036298	Slc2a13	15	91267696	91573261
ENSMUSG00000022432	Smc1b	15	85064691	85131957
ENSMUSG00000040420	Cdh18	15	22549022	23474418
ENSMUSG00000103836	Gm37615	15	63505715	63517474
ENSMUSG00000022454	Nell2	15	95219451	95528706
ENSMUSG00000034730	Adgrb1	15	74516195	74589465
ENSMUSG00000037646	Vps13b	15	35371546	35931228
ENSMUSG00000095939	Gm25702	15	63481214	63481276
ENSMUSG00000064675	Gm22810	15	24820545	24820702
ENSMUSG00000022240	Ctnnd2	15	30172593	31029311
ENSMUSG00000071713	Csf2rb	15	78325990	78351000
ENSMUSG00000058656	Samd12	15	53461621	53902537
ENSMUSG00000039942	Ptger4	15	5206661	5244187
ENSMUSG00000065564	Mirlet7b	15	85707319	85707403
ENSMUSG00000039704	Lmbrd2	15	9140621	9198318
ENSMUSG00000098064	Gm9192	14	71819567	71820551
ENSMUSG00000021779	Thrb	14	17660960	18038088
ENSMUSG00000089331	Gm24345	14	100525244	100525367
ENSMUSG00000041068	4930596D02Rik	14	35809488	35811978
ENSMUSG00000063458	1700112E06Rik	14	22019712	23056085
ENSMUSG00000098713	Rps2-ps5	14	69158671	69159519
ENSMUSG00000088009	Gm24774	14	83405631	83405764
ENSMUSG00000034997	Htr2a	14	74640840	74706859
ENSMUSG00000050505	Pcdh20	14	88464743	88471396
ENSMUSG00000068776	4930469B13Rik	14	19616003	19617710
ENSMUSG00000025545	Clybl	14	122181694	122402232
ENSMUSG00000021990	Spata13	14	60634001	60764556
ENSMUSG00000041730	Prrxl1	14	32599407	32649246
ENSMUSG00000098463	Cphx2	14	26081516	26096127
ENSMUSG00000065193	Gm23459	14	106261123	106261253
ENSMUSG00000021738	Atxn7	14	14012491	14107296
ENSMUSG00000077619	Gm25495	14	90356387	90356517
ENSMUSG00000104187	Gm37820	14	61683510	61685656
ENSMUSG00000098111	Gm4654	14	103370465	103371446
ENSMUSG00000034463	Scara3	14	65919395	65953744
ENSMUSG00000097154	Gm26510	17	70874349	70924996
ENSMUSG00000083947	Olfr122	17	37768607	37772789
ENSMUSG00000043939	A530064D06Rik	17	48151896	48167270
ENSMUSG00000094892	Vmn2r101	17	19577231	19612317
ENSMUSG00000055660	Mettl4	17	94727080	94749892
ENSMUSG00000098122	Gm27039	17	92527273	92528510
ENSMUSG00000024135	Srbd1	17	85984665	86145175
ENSMUSG00000091350	Vmn2r92	17	18151930	18185178
ENSMUSG00000024088	4930583I09Rik	17	64832523	64836071
ENSMUSG00000003279	Dlgap1	17	69969073	70821413
ENSMUSG00000023802	Nox3	17	3635240	3696261
ENSMUSG00000064541	Gm22978	17	49292742	49292901
ENSMUSG00000024462	Gabbr1	17	37045966	37075067
ENSMUSG00000024027	Glp1r	17	30901867	30936510
ENSMUSG00000043346	Gm6741	17	91236787	91238116
ENSMUSG00000094603	Gm25872	17	7704840	7704939
ENSMUSG00000023852	Chd1	17	15704967	17394898
ENSMUSG00000091407	Vmn2r117	17	23459675	23479597
ENSMUSG00000091058	Gm17538	17	77674376	77674702
ENSMUSG00000024212	Mllt1	17	56892612	56935388
ENSMUSG00000022652	Morc1	16	48431237	48630905
ENSMUSG00000077451	Gm25916	16	78240258	78240388
ENSMUSG00000022510	Trp63	16	25683763	25892102
ENSMUSG00000071669	Snx29	16	11322908	11755472
ENSMUSG00000022762	Ncam2	16	81200697	81624285
ENSMUSG00000040820	Hlcs	16	94129195	94313563
ENSMUSG00000032948	Lipi	16	75540514	75586061
ENSMUSG00000022747	St3gal6	16	58468125	58524243
ENSMUSG00000022816	Fstl1	16	37776873	37836514
ENSMUSG00000091212	Krtap11-1	16	89570176	89571183
ENSMUSG00000022710	Usp7	16	8689595	8792308
ENSMUSG00000022865	Cxadr	16	78301496	78359785
ENSMUSG00000095122	Gm23215	16	3249584	3249704
ENSMUSG00000022844	Pdia5	16	35397313	35490873
ENSMUSG00000100857	1700041M19Rik	16	77004228	77010881
ENSMUSG00000084573	n-R5s30	16	5324036	5324157
ENSMUSG00000091243	Vgll3	16	65815633	65863057
ENSMUSG00000089385	Gm24681	16	68452859	68452965
ENSMUSG00000022788	Fgd4	16	16416917	16600549
ENSMUSG00000050761	Gp1bb	16	18620319	18622403
ENSMUSG00000058624	Gda	19	21391307	21473445
ENSMUSG00000024978	Gpam	19	55069734	55099451
ENSMUSG00000033053	1700028P14Rik	19	23558760	23652812
ENSMUSG00000009378	Slc16a12	19	34668403	34747289
ENSMUSG00000071691	Gm960	19	4625841	4698668
ENSMUSG00000048356	Olfr1496	19	13780548	13781614
ENSMUSG00000063586	Gm5513	19	14959549	14960766
ENSMUSG00000024734	Zp1	19	10914287	10920632
ENSMUSG00000088907	Gm25437	19	19275899	19276030
ENSMUSG00000090965	Gm17203	19	59896241	59901062
ENSMUSG00000100969	1700030N03Rik	19	3065711	3197714
ENSMUSG00000040065	Pfpl	19	12427905	12432110
ENSMUSG00000003053	Cyp2c29	19	39269405	39330713
ENSMUSG00000024735	Prpf19	19	10895231	10909559
ENSMUSG00000024697	Gna14	19	16435667	16610818
ENSMUSG00000036278	Macrod1	19	7056768	7198061
ENSMUSG00000074852	Hpse2	19	42788947	43388311
ENSMUSG00000044948	Cfap43	19	47737561	47919299
ENSMUSG00000098507	Gm27935	19	49709794	49709872
ENSMUSG00000098507	Gm27935	19	49709794	49709872
ENSMUSG00000061802	Armc4	18	7088233	7297901
ENSMUSG00000032845	Alpk2	18	65265529	65393888
ENSMUSG00000104455	Gm37828	18	55339512	55339943
ENSMUSG00000060534	Dcc	18	71258738	72351069
ENSMUSG00000057766	Ankrd29	18	12252362	12305720
ENSMUSG00000063087	Gm10125	18	5491503	5593505
ENSMUSG00000005836	Gata6	18	11052510	11085635
ENSMUSG00000088440	Gm23555	18	56192999	56193133
ENSMUSG00000087940	Gm24246	18	28309760	28309891
ENSMUSG00000024544	Ldlrad4	18	67933257	68255549
ENSMUSG00000095437	Gm23606	18	24558602	24558722
ENSMUSG00000069379	Gm4950	18	51865264	51865881
ENSMUSG00000024425	Ndfip1	18	38418975	38464399
ENSMUSG00000048875	Hdhd1a	18	50567656	50568699
ENSMUSG00000060534	Dcc	18	71258738	72351069
ENSMUSG00000033628	Pik3c3	18	30272747	30348126
ENSMUSG00000024593	Megf10	18	57133090	57297467
ENSMUSG00000024481	Lvrn	18	46850039	46905446
ENSMUSG00000024558	Mapk4	18	73928486	74065359
ENSMUSG00000024565	Sall3	18	80966376	80986578
ENSMUSG00000064129	Gm14781	X	91632194	91635671
ENSMUSG00000062949	Atp11c	X	60223290	60592698
ENSMUSG00000081221	Gm14760	X	80193854	80194852
ENSMUSG00000081900	Gm14985	X	129537510	129538295
ENSMUSG00000055109	Gm15155	X	155624741	156345887
ENSMUSG00000082382	Gm14970	X	127446562	127446916
ENSMUSG00000095398	Gm16404	X	55553147	55568358
ENSMUSG00000004221	Ikbkg	X	74393290	74453854
ENSMUSG00000082734	Rhox11-ps1	X	37932474	37933483
ENSMUSG00000081188	Gm14621	X	51238844	51239532
ENSMUSG00000096946	Gm10474	X	68667514	68678399
ENSMUSG00000033906	Zdhhc15	X	104536969	104671064
ENSMUSG00000086244	4930558G05Rik	X	129064297	129067146
ENSMUSG00000081560	Gm9218	X	108446389	108449268
ENSMUSG00000094288	Astx2	X	123449004	123451890
ENSMUSG00000083415	Gm14690	X	67167012	67167386
ENSMUSG00000055109	Gm15155	X	155624741	156345887
ENSMUSG00000067215	Usp51	X	153006469	153009416
ENSMUSG00000083918	Gm14352	X	3404837	3405285
ENSMUSG00000083490	Gm14940	X	122768869	122769597
ENSMUSG00000104251	Gm18036	1	180874878	180875326
ENSMUSG00000026439	Rbbp5	1	132477365	132505659
ENSMUSG00000099926	Gm6693	1	110600021	110600833
ENSMUSG00000103517	Gm37432	1	191490910	191493905
ENSMUSG00000026020	Nop58	1	59684971	59719044
ENSMUSG00000099469	Gm29141	1	103363986	103423658
ENSMUSG00000026388	3110009E18Rik	1	120121187	120188189
ENSMUSG00000089334	Gm24349	1	53100050	53100150
ENSMUSG00000070695	Cntnap5a	1	115684756	116587323
ENSMUSG00000100405	Gm28911	1	123205149	123205265
ENSMUSG00000052062	Pard3b	1	61638824	62642284
ENSMUSG00000103087	Gm38122	1	189639350	189640234
ENSMUSG00000038733	Wdr26	1	181173228	181211552
ENSMUSG00000035131	Brinp3	1	146494760	146902472
ENSMUSG00000019699	Akt3	1	177020073	177258203
ENSMUSG00000028354	Fmn2	1	174501825	174822729
ENSMUSG00000026574	Dpt	1	164796644	164824266
ENSMUSG00000089395	Gm23024	1	32726639	32726930
ENSMUSG00000047180	Neurl3	1	36264597	36274679
ENSMUSG00000101751	Gm2427	1	85501090	85514604
ENSMUSG00000104228	Gm35955	Y	23943343	23944038
ENSMUSG00000102039	Gm20788	Y	7027311	7028007
ENSMUSG00000101576	Gm20915	Y	5440160	5460208
ENSMUSG00000099739	Gm20804	Y	62020383	62021078
ENSMUSG00000100659	Gm28636	Y	69449055	69449750
ENSMUSG00000101472	Gm28517	Y	34063698	34064225
ENSMUSG00000100938	Gm28726	Y	49018254	49021493
ENSMUSG00000100144	Gm28208	Y	56166623	56169519
ENSMUSG00000100051	Gm28568	Y	43451134	43454367
ENSMUSG00000101484	Gm28798	Y	28143148	28146485
ENSMUSG00000101902	Gm29115	Y	87410364	87410978
ENSMUSG00000099607	Gm28205	Y	56084836	56085532
ENSMUSG00000101053	Gm20815	Y	8832821	8835169
ENSMUSG00000101646	Gm28106	Y	87907268	87907882
ENSMUSG00000102132	Gm21813	Y	87447169	87447864
ENSMUSG00000100619	Gm8446	Y	1946919	1973442
ENSMUSG00000099593	Gm28566	Y	47291729	47292256
ENSMUSG00000096332	Gm21241	Y	43952162	43978249
ENSMUSG00000095634	Gm20816	Y	68537955	68540290
ENSMUSG00000099541	Gm21488	Y	27495726	27521920
ENSMUSG00000028089	Chd1l	3	97560742	97610203
ENSMUSG00000078657	Crnn	3	93144787	93149819
ENSMUSG00000103349	Gm36888	3	147620811	147635647
ENSMUSG00000041977	Arhgef11	3	87617559	87738034
ENSMUSG00000085121	5730437C11Rik	3	98937649	98941256
ENSMUSG00000102590	Mannr	3	29891014	29924191
ENSMUSG00000103798	Gm2229	3	47459629	47460338
ENSMUSG00000027692	Tnik	3	28263214	28675858
ENSMUSG00000074346	Kcnd3os	3	105441595	105452955
ENSMUSG00000027763	Mbnl1	3	60472830	60629750
ENSMUSG00000103396	Gm38305	3	71465229	71465669
ENSMUSG00000106280	RP23-435E17.1	3	132443673	132445548
ENSMUSG00000000340	Dbt	3	116513070	116549981
ENSMUSG00000027601	Mtfr1	3	19187327	19220817
ENSMUSG00000027900	Dram2	3	106547798	106575890
ENSMUSG00000103817	Gm6680	3	78134630	78135579
ENSMUSG00000069008	Gm5537	3	58102996	58104247
ENSMUSG00000102949	Gm37882	3	94122819	94123014
ENSMUSG00000106168	RP23-33I24.1	3	38614247	38615558
ENSMUSG00000102636	Gm31466	3	20503098	20506208
ENSMUSG00000082285	Gm14069	2	139175897	139176125
ENSMUSG00000086353	Gm13481	2	48062548	48457245
ENSMUSG00000105927	BX571892.1	2	19888653	19888728
ENSMUSG00000087362	Gm13710	2	84500760	84531322
ENSMUSG00000083915	Gm13932	2	109791925	109792534
ENSMUSG00000061809	Tbpl2	2	24071721	24096595
ENSMUSG00000087203	Gm13986	2	117857291	118111202
ENSMUSG00000057351	Olfr347	2	36734323	36735261
ENSMUSG00000027641	Rbl1	2	157145893	157204534
ENSMUSG00000068130	Zfp442	2	150407141	150451486
ENSMUSG00000068373	D430041D05Rik	2	104143073	104410334
ENSMUSG00000082218	Gm13602	2	66942558	66943050
ENSMUSG00000074595	Wfdc6a	2	164579519	164585447
ENSMUSG00000080844	Gm14107	2	147642848	147643177
ENSMUSG00000053702	Nebl	2	17343909	17731464
ENSMUSG00000083739	Gm13796	2	95675777	95676089
ENSMUSG00000087679	C330006A16Rik	2	26136814	26140521
ENSMUSG00000026986	Hnmt	2	24002910	24049394
ENSMUSG00000082259	Gm13808	2	100058933	100059116
ENSMUSG00000083181	Gm13903	2	107123768	107123960
ENSMUSG00000029699	Ssc4d	5	135960211	135974531
ENSMUSG00000060063	Alox5ap	5	149265058	149288045
ENSMUSG00000085271	E130006D01Rik	5	111734284	111761725
ENSMUSG00000062110	Scfd2	5	74204816	74531747
ENSMUSG00000029163	Emilin1	5	30913485	30921266
ENSMUSG00000042744	Gm15800	5	121220219	121368577
ENSMUSG00000105685	RP24-301M6.1	5	56157338	56157650
ENSMUSG00000059179	Gm8991	5	16729996	16731070
ENSMUSG00000029287	Tgfbr3	5	107106570	107289629
ENSMUSG00000053178	Mterf1b	5	4192367	4197651
ENSMUSG00000068082	Grxcr1	5	68031835	68166398
ENSMUSG00000105068	RP23-465J5.1	5	7680108	7960346
ENSMUSG00000051391	Ywhag	5	135908409	135934616
ENSMUSG00000029458	Brap	5	121660563	121687256
ENSMUSG00000029371	Cxcl5	5	90759299	90761625
ENSMUSG00000056531	Ccdc18	5	108132875	108233628
ENSMUSG00000039782	Cpeb2	5	43233170	43289724
ENSMUSG00000025855	Prkar1b	5	139017306	139150001
ENSMUSG00000040003	Magi2	5	19227036	20704792
ENSMUSG00000040003	Magi2	5	19227036	20704792
ENSMUSG00000082302	Gm12385	4	39767618	39768412
ENSMUSG00000028236	Sdr16c5	4	3995936	4019663
ENSMUSG00000081876	Gm12644	4	91156682	91157287
ENSMUSG00000028475	5430416O09Rik	4	43730034	43734534
ENSMUSG00000028573	Fggy	4	95557507	95926939
ENSMUSG00000088790	Gm22541	4	3619189	3619315
ENSMUSG00000034557	Zfyve9	4	108637466	108780798
ENSMUSG00000006586	Runx1t1	4	13743436	13893649
ENSMUSG00000096958	Gm26573	4	146153456	147024959
ENSMUSG00000086364	Gm11751	4	68023031	68137113
ENSMUSG00000000085	Scmh1	4	120405281	120530186
ENSMUSG00000008489	Elavl2	4	91250763	91400785
ENSMUSG00000028399	Ptprd	4	75941238	78211961
ENSMUSG00000098760	Gm27247	4	124528924	124657169
ENSMUSG00000028289	Epha7	4	28813131	28967499
ENSMUSG00000082998	Gm11221	4	69691978	69692574
ENSMUSG00000087402	Gm11867	4	18407349	18891842
ENSMUSG00000036749	Pramel5	4	144270633	144280488
ENSMUSG00000028789	Azin2	4	128930233	128962442
ENSMUSG00000081428	Tpt1-ps2	4	54564623	54565143
ENSMUSG00000040136	Abcc8	7	46104523	46180033
ENSMUSG00000030759	Far1	7	113513834	113571511
ENSMUSG00000078591	Hs3st4	7	123982869	124398989
ENSMUSG00000078795	Ceacam15	7	16671331	16675705
ENSMUSG00000030945	Acsm2	7	119554469	119600694
ENSMUSG00000099558	Gm29295	7	71351451	71391272
ENSMUSG00000058325	Dock1	7	134670687	135173639
ENSMUSG00000098019	Gm2546	7	89607706	89608696
ENSMUSG00000062017	Abca14	7	120203961	120325352
ENSMUSG00000090482	Gm3675	7	8035859	8055842
ENSMUSG00000025790	Slco3a1	7	74275419	74554780
ENSMUSG00000054342	Kcnn4	7	24370263	24385209
ENSMUSG00000065751	Gm23345	7	111947181	111947330
ENSMUSG00000005609	Ctr9	7	111028951	111056377
ENSMUSG00000008435	Rdh13	7	4424770	4445649
ENSMUSG00000098031	Gm9341	7	135952798	135953783
ENSMUSG00000055452	Gm7353	7	3108535	3111950
ENSMUSG00000030795	Fus	7	127967457	127982368
ENSMUSG00000036521	Scgb2b2	7	31302761	31304977
ENSMUSG00000051910	Sox6	7	115471344	116038744
ENSMUSG00000033542	Arhgef5	6	43265582	43289320
ENSMUSG00000039419	Cntnap2	6	45060061	47304213
ENSMUSG00000056091	St3gal5	6	72097592	72154571
ENSMUSG00000056197	4931417E11Rik	6	73468573	73469667
ENSMUSG00000094183	Gm22622	6	59705746	59705874
ENSMUSG00000084965	Gm13857	6	34419396	34445436
ENSMUSG00000077146	Gm22939	6	43887194	43887324
ENSMUSG00000092903	Gm27896	6	57565793	57566109
ENSMUSG00000056755	Grm7	6	110645581	111567230
ENSMUSG00000049168	Olfr449	6	42837852	42838888
ENSMUSG00000030031	Kbtbd8	6	95117240	95129718
ENSMUSG00000038538	Ubn2	6	38433950	38524825
ENSMUSG00000094113	5430401F13Rik	6	131486400	131553757
ENSMUSG00000062818	Vmn1r51	6	90122643	90130990
ENSMUSG00000036371	Serbp1	6	67266979	67289302
ENSMUSG00000030104	Edem1	6	108828641	108859356
ENSMUSG00000046178	Nxph1	6	8948431	9249032
ENSMUSG00000030213	Atf7ip	6	136518802	136611038
ENSMUSG00000068323	Slc4a5	6	83219828	83304945
ENSMUSG00000000628	Hk2	6	82725025	82774454
ENSMUSG00000100279	Gm29387	9	102559300	102570708
ENSMUSG00000100294	1700034K08Rik	9	92979914	93005739
ENSMUSG00000025892	Gria4	9	4417899	4796234
ENSMUSG00000050912	Tmem123	9	7764041	7794333
ENSMUSG00000050471	Fam118b	9	35216965	35267805
ENSMUSG00000047352	Olfr976	9	39954257	39957069
ENSMUSG00000037419	Endod1	9	14353990	14381242
ENSMUSG00000032012	Pvrl1	9	43744576	43807454
ENSMUSG00000093598	A730085K08Rik	9	122380575	122398801
ENSMUSG00000098888	Gm18486	9	76869186	76869483
ENSMUSG00000097312	Gm26870	9	3000282	3038313
ENSMUSG00000032456	Nmnat3	9	98287435	98420438
ENSMUSG00000039488	Cntn5	9	9660891	10904775
ENSMUSG00000098313	Nr1h2-ps	9	74364586	74365063
ENSMUSG00000105805	CT943659.1	9	18098152	18098262
ENSMUSG00000089066	Gm22836	9	82439414	82439474
ENSMUSG00000032036	Kirrel3	9	34485894	35036716
ENSMUSG00000032020	Ubash3b	9	41011098	41161697
ENSMUSG00000060594	Layn	9	51056780	51077094
ENSMUSG00000104167	A030012G06Rik	9	97289186	97291065
ENSMUSG00000030465	Psd3	8	67689082	68062286
ENSMUSG00000092329	Gm20388	8	119910841	124345722
ENSMUSG00000079168	Cd209g	8	4134733	4137707
ENSMUSG00000038917	3930402G23Rik	8	10924427	10928457
ENSMUSG00000088596	Gm24602	8	102523894	102523956
ENSMUSG00000095600	Gm9457	8	4812817	4813212
ENSMUSG00000039539	Sgcz	8	37522298	38661508
ENSMUSG00000031727	Pmfbp1	8	109494027	109542642
ENSMUSG00000092092	Gm17215	8	7381015	7428569
ENSMUSG00000033931	Rbm34	8	126947175	126971079
ENSMUSG00000076952	Gm24934	8	3781020	3781130
ENSMUSG00000031620	1700007B14Rik	8	75448694	75984503
ENSMUSG00000036469	March1	8	65617900	66471637
ENSMUSG00000034467	Dynlrb2	8	116505015	116515896
ENSMUSG00000031727	Pmfbp1	8	109494027	109542642
ENSMUSG00000062152	Rpl21-ps14	8	4861169	4861651
ENSMUSG00000095306	Gm21807	8	68099492	68121527
ENSMUSG00000063626	Unc5d	8	28646717	29219338
ENSMUSG00000002343	Armc6	8	70220172	70234466
ENSMUSG00000031511	Arhgef7	8	11728105	11835219
