gene_id	gene_name	chromosome	start	end
ENSMUSG00000025231	Sufu	19	46396896	46488804
ENSMUSG00000025094	Slc18a2	19	59260878	59296012
ENSMUSG00000024976	Shoc2	19	53944306	54033268
ENSMUSG00000079467	Gm14966	19	6355522	6363759
ENSMUSG00000060556	Olfr1418	19	11854930	11856001
ENSMUSG00000094850	Gm24319	19	15680004	15680110
ENSMUSG00000045052	Prlhr	19	60466733	60468304
ENSMUSG00000079467	Gm14966	19	6355522	6363759
ENSMUSG00000092341	Malat1	19	5795690	5802672
ENSMUSG00000025217	Btrc	19	45363734	45533341
ENSMUSG00000024887	Asah2	19	31984654	32061469
ENSMUSG00000010110	Stx5a	19	8741413	8756069
ENSMUSG00000025202	Scd3	19	44203288	44244016
ENSMUSG00000100969	1700030N03Rik	19	3065711	3197714
ENSMUSG00000046585	Cfap58	19	47937712	48035379
ENSMUSG00000042179	Pnliprp1	19	58728887	58744169
ENSMUSG00000048720	Tbc1d12	19	38836579	38919923
ENSMUSG00000052920	Prkg1	19	30567551	31765033
ENSMUSG00000025006	Sorbs1	19	40295049	40402267
ENSMUSG00000024388	Myo7b	18	31959234	32036961
ENSMUSG00000046636	Gm7729	18	27598644	27599756
ENSMUSG00000093774	Vmn1r-ps151	18	3026901	3027882
ENSMUSG00000046982	Tshz1	18	84011627	84086404
ENSMUSG00000073565	Prr16	18	51117898	51304641
ENSMUSG00000024593	Megf10	18	57133090	57297467
ENSMUSG00000047161	Chst9	18	15451924	15760157
ENSMUSG00000024283	Wac	18	7868832	7973547
ENSMUSG00000046668	Cxxc5	18	35829818	35861687
ENSMUSG00000088384	Gm24690	18	38356578	38356674
ENSMUSG00000024598	Fbn2	18	58008623	58209926
ENSMUSG00000090451	Gm6133	18	78349754	78350701
ENSMUSG00000060534	Dcc	18	71258738	72351069
ENSMUSG00000095614	Gm6291	18	6371352	6371660
ENSMUSG00000093274	Gm26235	18	18099560	18099660
ENSMUSG00000024238	Zeb1	18	5591860	5775467
ENSMUSG00000024376	Epb4.1l4a	18	33796327	34007206
ENSMUSG00000055561	Spink5	18	43963235	44022501
ENSMUSG00000071858	Gm94	18	43777196	43792878
ENSMUSG00000088187	Gm22219	18	66676361	66676679
ENSMUSG00000023257	Cypt1	X	16522869	16523689
ENSMUSG00000031274	Col4a5	X	141475385	141689234
ENSMUSG00000086757	Gm2309	X	35129015	35179028
ENSMUSG00000093806	Asmt	X	170672644	170678054
ENSMUSG00000080889	Gm7974	X	55175816	55196233
ENSMUSG00000040147	Maob	X	16709282	16817366
ENSMUSG00000083551	Gm14516	X	16379396	16379647
ENSMUSG00000095906	Gm7421	X	29436004	29457378
ENSMUSG00000081034	Gm5944	X	115458894	115459894
ENSMUSG00000041245	Wnk3	X	151198078	151320152
ENSMUSG00000031229	Atrx	X	105797615	105929403
ENSMUSG00000065689	n-R5s7	X	68949564	68949684
ENSMUSG00000081171	Gm7485	X	118697795	118698903
ENSMUSG00000096800	Gm4725	X	4553787	4554373
ENSMUSG00000081171	Gm7485	X	118697795	118698903
ENSMUSG00000043929	Klhl15	X	94234599	94277724
ENSMUSG00000095637	Gm21608	X	31715660	31717156
ENSMUSG00000017057	Il13ra1	X	36112110	36171259
ENSMUSG00000084337	Gm14986	X	129517525	129518526
ENSMUSG00000081673	Gm14794	X	88749452	88749643
ENSMUSG00000062209	Erbb4	1	68032186	69108059
ENSMUSG00000103744	Gm38238	1	152292183	152292528
ENSMUSG00000026090	2010300C02Rik	1	37611677	37720085
ENSMUSG00000042581	Thsd7b	1	129273302	130219278
ENSMUSG00000098407	Mir6348	1	168490643	168490762
ENSMUSG00000037434	Slc30a1	1	191906767	191913247
ENSMUSG00000037138	Aff3	1	38177326	38664955
ENSMUSG00000102217	Gm37491	1	186347315	186348425
ENSMUSG00000039748	Exo1	1	175880581	175913489
ENSMUSG00000067028	Cntnap5b	1	99772765	100485942
ENSMUSG00000026012	Cd28	1	60716800	60773359
ENSMUSG00000089310	Gm23181	1	95039934	95040043
ENSMUSG00000100185	Gm28634	1	41526931	41529543
ENSMUSG00000092083	Kcnb2	1	15287254	15723750
ENSMUSG00000026610	Esrrg	1	187608791	188214885
ENSMUSG00000026018	Ica1l	1	59982490	60043184
ENSMUSG00000096241	Gm24267	1	107756602	107756708
ENSMUSG00000103692	4930503O07Rik	1	194212187	194222759
ENSMUSG00000048402	Gli2	1	118834132	119053619
ENSMUSG00000042207	Kdm5b	1	134560171	134635285
ENSMUSG00000102264	Gm30638	Y	18496225	18526495
ENSMUSG00000101103	Gm21843	Y	59831762	59832455
ENSMUSG00000099871	Gm21742	Y	90837413	90844040
ENSMUSG00000101740	Gm29360	Y	38935104	38937383
ENSMUSG00000102754	Gm38183	Y	16031250	16039572
ENSMUSG00000094135	Gm21379	Y	12688110	12690064
ENSMUSG00000079806	Gm21719	Y	6680421	6682872
ENSMUSG00000100011	Gm28458	Y	45448960	45452192
ENSMUSG00000099990	Gm29578	Y	30943800	30946078
ENSMUSG00000100716	Gm28550	Y	46910030	46912390
ENSMUSG00000102107	Gm29062	Y	63833904	63834597
ENSMUSG00000099814	Gm28338	Y	36495711	36498950
ENSMUSG00000104425	Gm38370	Y	21572631	21575870
ENSMUSG00000100532	Gm28225	Y	82675727	82678966
ENSMUSG00000101080	Gm28633	Y	68898829	68901325
ENSMUSG00000099856	Gm20906	Y	87550966	87575691
ENSMUSG00000099347	Gm28093	Y	30360777	30361472
ENSMUSG00000102668	Gm29866	Y	20967477	20993657
ENSMUSG00000100091	Gm28597	Y	41243623	41274433
ENSMUSG00000101016	Gm2325	Y	3804121	3804701
ENSMUSG00000104732	RP23-144D4.1	3	81721676	81724030
ENSMUSG00000036832	Lpar3	3	146220963	146286186
ENSMUSG00000043441	Gpr149	3	62529077	62605140
ENSMUSG00000103464	Gm38246	3	51103660	51105170
ENSMUSG00000100010	1700010I02Rik	3	7925303	7954889
ENSMUSG00000102489	Dnmt3a-ps1	3	77562600	77563870
ENSMUSG00000103465	Gm37617	3	71894835	71894993
ENSMUSG00000094812	Gm22614	3	96488729	96488893
ENSMUSG00000037270	4932438A13Rik	3	36863104	37053033
ENSMUSG00000106159	RP23-460F15.1	3	140627180	140627432
ENSMUSG00000104859	RP24-176P19.1	3	131023839	131026370
ENSMUSG00000078162	Gm2574	3	142962611	142963612
ENSMUSG00000105360	RP23-33I24.2	3	38558137	38558668
ENSMUSG00000064573	Gm25802	3	100303288	100303364
ENSMUSG00000052539	Magi3	3	104013259	104220374
ENSMUSG00000105190	RP24-257N6.1	3	150588739	150612176
ENSMUSG00000091329	1700112D23Rik	3	28702667	28781108
ENSMUSG00000047583	Tyw3	3	154576431	154597104
ENSMUSG00000036745	Ttll7	3	146852367	146984009
ENSMUSG00000103856	Gm2474	3	13749954	13750512
ENSMUSG00000036890	Gtdc1	2	44564412	44927657
ENSMUSG00000087031	Gm14241	2	161331314	161332253
ENSMUSG00000002107	Celf2	2	6539694	7509563
ENSMUSG00000084313	Gm13809	2	99555251	99555878
ENSMUSG00000027068	Dhrs9	2	69380445	69404533
ENSMUSG00000002107	Celf2	2	6539694	7509563
ENSMUSG00000042064	Myo3b	2	70039126	70429198
ENSMUSG00000081069	Gm13928	2	111926259	111927990
ENSMUSG00000055312	Them7	2	105224320	105379796
ENSMUSG00000043909	Trp53bp1	2	121193281	121271407
ENSMUSG00000002107	Celf2	2	6539694	7509563
ENSMUSG00000027612	Mmp24	2	155775342	155818366
ENSMUSG00000042670	Immp1l	2	105904638	105965558
ENSMUSG00000080870	Gm14111	2	146754707	146755705
ENSMUSG00000023391	Dlx2	2	71543408	71546754
ENSMUSG00000027427	Polr3f	2	144527718	144541995
ENSMUSG00000035236	Scai	2	39066214	39190730
ENSMUSG00000062098	Btbd3	2	138256565	138589292
ENSMUSG00000082142	Gm13518	2	56039853	56040085
ENSMUSG00000038831	Ralgps1	2	33133417	33371486
ENSMUSG00000106042	RP23-183O3.1	5	60175916	60176549
ENSMUSG00000084435	Gm23429	5	79750381	79750529
ENSMUSG00000039315	Clnk	5	38706462	38876812
ENSMUSG00000029673	Auts2	5	131437333	132543344
ENSMUSG00000034528	Hsd17b13	5	103955440	103977410
ENSMUSG00000061576	Dpp6	5	26817203	27727505
ENSMUSG00000029319	Coq2	5	100654723	100675140
ENSMUSG00000105068	RP23-465J5.1	5	7680108	7960346
ENSMUSG00000039533	Mmd2	5	142562358	142608800
ENSMUSG00000106634	RP23-324H16.2	5	59569702	59574242
ENSMUSG00000056014	A430033K04Rik	5	138622859	138652414
ENSMUSG00000029439	Sfswap	5	129501221	129571384
ENSMUSG00000095594	Gm24304	5	80098908	80099014
ENSMUSG00000029635	Cdk8	5	146231230	146302874
ENSMUSG00000041132	N4bp2l1	5	150571643	150594525
ENSMUSG00000072874	Gm6116	5	74949194	74966368
ENSMUSG00000105068	RP23-465J5.1	5	7680108	7960346
ENSMUSG00000087845	Gm25505	5	39346691	39346936
ENSMUSG00000039191	Rbpj	5	53555779	53657445
ENSMUSG00000029338	Antxr2	5	97882783	98031043
ENSMUSG00000028245	Nsmaf	4	6396207	6454271
ENSMUSG00000039005	Tlr4	4	66827584	66930284
ENSMUSG00000066990	Gm10192	4	97182840	97183166
ENSMUSG00000083238	Hspe1-ps4	4	139150197	139150805
ENSMUSG00000086068	1700120G11Rik	4	14219496	14237450
ENSMUSG00000042408	Zmym6	4	127077383	127124372
ENSMUSG00000087349	Gm12680	4	85514327	85783127
ENSMUSG00000086927	Gm11823	4	13919954	13995193
ENSMUSG00000086364	Gm11751	4	68023031	68137113
ENSMUSG00000073699	Gm833	4	152697540	152700515
ENSMUSG00000028555	Ttc39a	4	109406623	109444745
ENSMUSG00000082998	Gm11221	4	69691978	69692574
ENSMUSG00000028287	1700009N14Rik	4	39450295	39451776
ENSMUSG00000036052	Dnajb5	4	42949814	42959425
ENSMUSG00000083549	Gm11227	4	71072673	71073143
ENSMUSG00000086227	Gm11820	4	13076140	13096806
ENSMUSG00000039579	Grin3a	4	49661611	49845744
ENSMUSG00000028410	Dnaja1	4	40722150	40737149
ENSMUSG00000082622	Gm12632	4	90856883	90857377
ENSMUSG00000063800	Prpf38a	4	108563172	108579336
ENSMUSG00000030417	Pdcd5	7	35641982	35647521
ENSMUSG00000059585	Ube2nl	7	61549243	61549701
ENSMUSG00000033429	Mcee	7	64392645	64412121
ENSMUSG00000089522	Gm22326	7	74962347	74962697
ENSMUSG00000047248	C2cd3	7	100372233	100470152
ENSMUSG00000055150	Zfp78	7	6371364	6379491
ENSMUSG00000054385	Ceacam2	7	25516042	25540004
ENSMUSG00000065659	Gm23103	7	29737318	29737424
ENSMUSG00000100826	Snhg14	7	59307924	59975759
ENSMUSG00000035901	Dennd5a	7	109893780	109960470
ENSMUSG00000086926	Gm6226	7	58836793	58837938
ENSMUSG00000101974	Gm28384	7	33033271	33033733
ENSMUSG00000040583	Cyp2b13	7	26061495	26096196
ENSMUSG00000034690	Nlrp4c	7	6045161	6105149
ENSMUSG00000030849	Fgfr2	7	130162451	133123350
ENSMUSG00000025468	Caly	7	140069880	140082548
ENSMUSG00000070709	1700049G17Rik	7	27907392	27929460
ENSMUSG00000091045	Vmn2r55	7	12651706	12684991
ENSMUSG00000055078	Gabra5	7	57407690	57510009
ENSMUSG00000050366	Olfr524	7	140201743	140202800
ENSMUSG00000030092	Cntn6	6	104492790	104863406
ENSMUSG00000042447	Mios	6	8209222	8236274
ENSMUSG00000030327	Necap1	6	122874557	122888934
ENSMUSG00000052955	Cpvl	6	53873379	53978662
ENSMUSG00000094571	Gm23551	6	3051289	3051409
ENSMUSG00000105248	RP23-29F15.2	6	68387561	68389071
ENSMUSG00000058731	Vmn1r15	6	57258149	57259048
ENSMUSG00000072704	2700089E24Rik	6	133105239	133110899
ENSMUSG00000030064	Frmd4b	6	97286867	97617541
ENSMUSG00000030231	Plekha5	6	140424099	140594906
ENSMUSG00000067825	Pex26	6	121183667	121198837
ENSMUSG00000030104	Edem1	6	108828641	108859356
ENSMUSG00000030043	Tacr1	6	82402475	82560103
ENSMUSG00000094980	Gm23727	6	78911167	78911330
ENSMUSG00000030068	Gm20696	6	99257484	99666797
ENSMUSG00000072940	Gm10443	6	86334031	86334240
ENSMUSG00000029534	St7	6	17692933	17943025
ENSMUSG00000029632	Ndufa4	6	11900373	11907446
ENSMUSG00000039419	Cntnap2	6	45060061	47304213
ENSMUSG00000030055	Rab43	6	87788853	87812164
ENSMUSG00000098429	Gm27226	9	81455397	81460966
ENSMUSG00000032303	Chrna3	9	55011343	55026559
ENSMUSG00000077144	Gm22938	9	76716628	76716747
ENSMUSG00000099359	Gm28934	9	94416558	94416903
ENSMUSG00000036912	Piwil4	9	14696230	14740733
ENSMUSG00000043659	Npsr1	9	24097996	24316398
ENSMUSG00000032115	Hyou1	9	44379490	44392369
ENSMUSG00000032816	Igdcc4	9	65101486	65137940
ENSMUSG00000034584	Exph5	9	53301670	53377514
ENSMUSG00000099148	Gm3331	9	32813734	32834104
ENSMUSG00000036867	Smad6	9	63953076	64022059
ENSMUSG00000099930	Gm2396	9	88878994	88937342
ENSMUSG00000095069	Gm26190	9	25812855	25812975
ENSMUSG00000032332	Col12a1	9	79598991	79718831
ENSMUSG00000043613	Mmp3	9	7445822	7455972
ENSMUSG00000039607	Rbms3	9	116572746	117629913
ENSMUSG00000032418	Me1	9	86581371	86695953
ENSMUSG00000032220	Myo1e	9	70207350	70400067
ENSMUSG00000032440	Tgfbr2	9	116087698	116175363
ENSMUSG00000031129	Slc9a9	9	94669909	95230445
ENSMUSG00000031511	Arhgef7	8	11728105	11835219
ENSMUSG00000090795	Gm7346	8	3093369	3095187
ENSMUSG00000088255	Gm24288	8	6223819	6223962
ENSMUSG00000095306	Gm21807	8	68099492	68121527
ENSMUSG00000031584	Gsr	8	33652523	33698163
ENSMUSG00000047657	Crry-ps	8	73750301	73750783
ENSMUSG00000031684	Slc10a7	8	78509335	78734005
ENSMUSG00000098215	Gm7069	8	76293972	76294979
ENSMUSG00000006567	Atp7b	8	21992785	22060305
ENSMUSG00000087761	Gm23981	8	77807535	77807640
ENSMUSG00000004637	Wwox	8	114439655	115352708
ENSMUSG00000070002	Ell	8	70539675	70592858
ENSMUSG00000101854	1700026F02Rik	8	71006727	71026755
ENSMUSG00000094790	Gm6625	8	89146747	89147247
ENSMUSG00000039539	Sgcz	8	37522298	38661508
ENSMUSG00000080480	Gm23494	8	98675077	98675202
ENSMUSG00000004637	Wwox	8	114439655	115352708
ENSMUSG00000065277	Gm25126	8	37317477	37317578
ENSMUSG00000097044	4933433F19Rik	8	30568393	30575573
ENSMUSG00000038872	Zfhx3	8	108703100	108961630
